CowID,Lact,Cow Sold,Herd Sold,Cow Shortloss,Herd Shortloss,Cow Longloss,Herd Longloss,Cow Failure,Herd Failure,Cow Recurred,Herd Recurred,Cow Quality
N10812457,7,83.0,51,72.0,49,81.0,51,60.0,48,61.0,47,4
N10812457,7,22.0,51,38.0,49,58.0,51,38.0,48,33.0,47,3
N10812457,7,21.0,51,45.0,49,65.0,51,39.0,48,29.0,47,3
N10812457,8,81.0,51,68.0,49,75.0,51,44.0,48,60.0,47,4
N10812457,8,83.0,51,77.0,49,82.0,51,40.0,48,61.0,47,4
N10812458,1,27.0,51,25.0,49,11.0,51,36.0,48,32.0,47,2
N10812460,4,52.0,51,47.0,49,43.0,51,46.0,48,46.0,47,3
N10812460,4,59.0,51,62.0,49,64.0,51,48.0,48,54.0,47,3
N10812462,1,19.0,51,20.0,49,14.0,51,30.0,48,31.0,47,2
N10812472,3,46.0,51,29.0,49,27.0,51,57.0,48,43.0,47,2
N10812474,4,43.0,51,42.0,49,35.0,51,59.0,48,46.0,47,2
N10812474,4,66.0,51,53.0,49,74.0,51,36.0,48,44.0,47,4
N10820113,3,12.0,51,15.0,49,21.0,51,36.0,48,19.0,47,1
N10820118,3,43.0,51,44.0,49,42.0,51,49.0,48,53.0,47,3
N10820118,3,19.0,51,46.0,49,40.0,51,37.0,48,52.0,47,3
N10820133,2,20.0,51,37.0,49,23.0,51,57.0,48,34.0,47,2
N10820134,5,26.0,51,43.0,49,53.0,51,58.0,48,42.0,47,3
N10820147,7,59.0,51,52.0,49,56.0,51,50.0,48,46.0,47,3
N10820147,7,70.0,51,68.0,49,69.0,51,64.0,48,67.0,47,3
N10820147,7,76.0,51,77.0,49,76.0,51,61.0,48,72.0,47,4
N10820147,7,33.0,51,54.0,49,51.0,51,61.0,48,63.0,47,3
N10820148,3,18.0,51,30.0,49,26.0,51,54.0,48,46.0,47,2
N10820148,7,70.0,51,56.0,49,58.0,51,45.0,48,51.0,47,3
N10820148,7,78.0,51,72.0,49,70.0,51,67.0,48,61.0,47,4
N10820148,7,81.0,51,78.0,49,76.0,51,64.0,48,66.0,47,4
N10820148,7,83.0,51,74.0,49,76.0,51,58.0,48,61.0,47,4
N10830230,2,18.0,51,30.0,49,27.0,51,55.0,48,39.0,47,2
N10830230,2,20.0,51,33.0,49,33.0,51,55.0,48,40.0,47,2
N10830292,5,56.0,51,36.0,49,38.0,51,36.0,48,39.0,47,3
N10830293,1,60.0,51,61.0,49,57.0,51,50.0,48,35.0,47,3
N10830300,5,20.0,51,44.0,49,51.0,51,39.0,48,37.0,47,3
N10830300,5,18.0,51,47.0,49,52.0,51,41.0,48,41.0,47,3
N11845928,2,16.0,51,40.0,49,31.0,51,57.0,48,41.0,47,2
N11845942,2,58.0,51,41.0,49,36.0,51,43.0,48,45.0,47,3
N11845942,2,67.0,51,55.0,49,54.0,51,54.0,48,55.0,47,3
N11845942,3,71.0,51,52.0,49,60.0,51,36.0,48,53.0,47,4
N11845943,2,53.0,51,45.0,49,48.0,51,47.0,48,49.0,47,3
N11845943,2,17.0,51,34.0,49,65.0,51,34.0,48,24.0,47,3
N11845943,3,75.0,51,69.0,49,81.0,51,50.0,48,65.0,47,4
N11845943,3,82.0,51,74.0,49,88.0,51,38.0,48,63.0,47,4
N11845947,3,41.0,51,51.0,49,34.0,51,64.0,48,57.0,47,3
N11845947,4,61.0,51,40.0,49,45.0,51,54.0,48,54.0,47,3
N11845947,4,22.0,51,36.0,49,33.0,51,59.0,48,54.0,47,3
N11845947,5,59.0,51,52.0,49,65.0,51,38.0,48,66.0,47,3
N11845947,5,65.0,51,54.0,49,65.0,51,44.0,48,67.0,47,3
N11845947,5,68.0,51,66.0,49,78.0,51,37.0,48,68.0,47,4
N11845947,5,81.0,51,70.0,49,81.0,51,55.0,48,58.0,47,4
N11845953,2,12.0,51,26.0,49,28.0,51,48.0,48,15.0,47,1
N11845953,3,43.0,51,44.0,49,42.0,51,56.0,48,57.0,47,3
N11845953,3,23.0,51,50.0,49,46.0,51,38.0,48,44.0,47,3
N11845953,6,82.0,51,68.0,49,72.0,51,63.0,48,71.0,47,4
N11845953,6,84.0,51,76.0,49,81.0,51,61.0,48,75.0,47,4
N11845953,6,86.0,51,80.0,49,84.0,51,60.0,48,73.0,47,4
N11845953,6,89.0,51,80.0,49,84.0,51,64.0,48,70.0,47,4
N11845953,6,91.0,51,80.0,49,88.0,51,58.0,48,71.0,47,5
N11845957,1,23.0,51,20.0,49,16.0,51,36.0,48,26.0,47,1
N11845958,2,42.0,51,20.0,49,17.0,51,39.0,48,24.0,47,2
N11845958,2,55.0,51,39.0,49,34.0,51,40.0,48,41.0,47,3
N11845960,3,20.0,51,33.0,49,27.0,51,50.0,48,35.0,47,2
N11845963,3,56.0,51,40.0,49,67.0,51,35.0,48,40.0,47,3
N11845982,1,33.0,51,36.0,49,22.0,51,63.0,48,41.0,47,2
N11845982,5,28.0,51,33.0,49,41.0,51,19.0,48,33.0,47,2
N11845982,8,76.0,51,78.0,49,76.0,51,58.0,48,64.0,47,4
N11845982,8,80.0,51,81.0,49,85.0,51,34.0,48,61.0,47,4
N11845982,8,82.0,51,84.0,49,87.0,51,44.0,48,64.0,47,4
N11862766,8,60.0,51,51.0,49,49.0,51,43.0,48,43.0,47,3
N11862766,8,28.0,51,51.0,49,43.0,51,45.0,48,39.0,47,3
N11862767,6,15.0,51,33.0,49,42.0,51,57.0,48,24.0,47,2
N11862767,6,16.0,51,40.0,49,46.0,51,57.0,48,28.0,47,2
N11862767,7,71.0,51,61.0,49,70.0,51,37.0,48,62.0,47,4
N11862767,8,76.0,51,70.0,49,76.0,51,64.0,48,64.0,47,4
N11862779,7,49.0,51,39.0,49,44.0,51,61.0,48,51.0,47,3
N11862779,8,76.0,51,56.0,49,63.0,51,55.0,48,44.0,47,4
N11862779,8,81.0,51,69.0,49,76.0,51,36.0,48,38.0,47,4
N11862780,2,30.0,51,25.0,49,32.0,51,28.0,48,42.0,47,2
N11862780,3,37.0,51,42.0,49,39.0,51,52.0,48,52.0,47,3
N11862780,3,48.0,51,58.0,49,54.0,51,61.0,48,59.0,47,3
N11862782,6,51.0,51,52.0,49,46.0,51,68.0,48,62.0,47,3
N11865834,9,31.0,51,30.0,49,34.0,51,57.0,48,23.0,47,2
N11865835,7,66.0,51,45.0,49,53.0,51,35.0,48,40.0,47,3
N11865852,7,65.0,51,48.0,49,43.0,51,37.0,48,27.0,47,3
N11869369,2,40.0,51,39.0,49,30.0,51,53.0,48,53.0,47,3
N11869370,7,22.0,51,29.0,49,35.0,51,45.0,48,31.0,47,2
N11869370,7,78.0,51,64.0,49,79.0,51,56.0,48,43.0,47,4
N11869370,8,68.0,51,63.0,49,73.0,51,64.0,48,64.0,47,4
N11869370,8,79.0,51,75.0,49,79.0,51,46.0,48,59.0,47,4
N11869370,8,79.0,51,75.0,49,79.0,51,60.0,48,63.0,47,4
N11869372,1,14.0,51,18.0,49,19.0,51,34.0,48,22.0,47,1
N11875952,1,41.0,51,27.0,49,21.0,51,61.0,48,31.0,47,2
N11875954,6,63.0,51,57.0,49,56.0,51,56.0,48,60.0,47,3
N11875954,6,71.0,51,69.0,49,70.0,51,57.0,48,62.0,47,4
N11875954,6,78.0,51,78.0,49,76.0,51,61.0,48,69.0,47,4
N11875954,6,29.0,51,62.0,49,61.0,51,60.0,48,68.0,47,3
N11875954,7,78.0,51,81.0,49,93.0,51,45.0,48,67.0,47,5
N11875956,1,27.0,51,20.0,49,12.0,51,45.0,48,31.0,47,2
N11879540,1,55.0,51,28.0,49,16.0,51,28.0,48,20.0,47,3
N11883700,2,58.0,51,39.0,49,37.0,51,46.0,48,40.0,47,3
N11883705,3,55.0,51,33.0,49,55.0,51,25.0,48,15.0,47,3
N11883706,2,41.0,51,28.0,49,28.0,51,46.0,48,32.0,47,2
N12886084,5,65.0,51,55.0,49,61.0,51,57.0,48,64.0,47,3
N12886084,5,78.0,51,65.0,49,73.0,51,58.0,48,60.0,47,4
N12886084,5,84.0,51,74.0,49,79.0,51,59.0,48,58.0,47,4
N12886084,5,86.0,51,76.0,49,83.0,51,59.0,48,63.0,47,4
N12886084,5,88.0,51,75.0,49,85.0,51,54.0,48,62.0,47,4
N12886084,6,74.0,51,62.0,49,76.0,51,53.0,48,72.0,47,4
N12886084,6,77.0,51,72.0,49,82.0,51,51.0,48,72.0,47,4
N12886084,6,82.0,51,79.0,49,86.0,51,56.0,48,70.0,47,4
N12886084,6,86.0,51,79.0,49,86.0,51,48.0,48,64.0,47,4
N12886085,6,26.0,51,37.0,49,34.0,51,31.0,48,36.0,47,2
N12886085,6,29.0,51,46.0,49,44.0,51,39.0,48,39.0,47,2
N12886085,6,31.0,51,53.0,49,45.0,51,45.0,48,36.0,47,3
N12886085,6,27.0,51,41.0,49,52.0,51,42.0,48,28.0,47,3
N12886088,2,28.0,51,23.0,49,19.0,51,43.0,48,36.0,47,2
N12888582,5,78.0,51,73.0,49,79.0,51,64.0,48,57.0,47,4
N12888582,5,80.0,51,75.0,49,81.0,51,65.0,48,70.0,47,4
N12888582,5,84.0,51,82.0,49,85.0,51,58.0,48,76.0,47,4
N12888582,5,86.0,51,85.0,49,91.0,51,60.0,48,74.0,47,5
N12888582,5,87.0,51,85.0,49,92.0,51,58.0,48,73.0,47,5
N12888582,5,90.0,51,85.0,49,93.0,51,37.0,48,69.0,47,5
N12888585,5,55.0,51,41.0,49,48.0,51,37.0,48,50.0,47,3
N12896361,6,76.0,51,40.0,49,48.0,51,55.0,48,18.0,47,4
N12896361,6,76.0,51,40.0,49,48.0,51,55.0,48,18.0,47,4
N12896363,2,18.0,51,20.0,49,25.0,51,35.0,48,41.0,47,2
N12896364,4,52.0,51,30.0,49,35.0,51,35.0,48,44.0,47,3
N12896364,5,59.0,51,47.0,49,54.0,51,40.0,48,52.0,47,3
N12896368,4,51.0,51,28.0,49,31.0,51,42.0,48,37.0,47,3
N12899812,5,48.0,51,48.0,49,45.0,51,62.0,48,56.0,47,3
N12899812,6,33.0,51,34.0,49,29.0,51,34.0,48,50.0,47,3
N12899812,6,35.0,51,43.0,49,42.0,51,41.0,48,56.0,47,3
N12899812,6,37.0,51,44.0,49,55.0,51,51.0,48,60.0,47,3
N12899812,6,35.0,51,40.0,49,54.0,51,42.0,48,56.0,47,3
N12902745,5,69.0,51,58.0,49,63.0,51,63.0,48,63.0,47,3
N12902745,5,73.0,51,66.0,49,74.0,51,63.0,48,63.0,47,4
N12902745,5,79.0,51,74.0,49,79.0,51,63.0,48,72.0,47,4
N12906046,6,59.0,51,51.0,49,58.0,51,53.0,48,60.0,47,3
N12906046,6,74.0,51,66.0,49,71.0,51,65.0,48,64.0,47,4
N12906046,6,80.0,51,75.0,49,78.0,51,57.0,48,60.0,47,4
N12906046,6,82.0,51,76.0,49,82.0,51,41.0,48,53.0,47,4
N12909522,4,12.0,51,26.0,49,27.0,51,45.0,48,18.0,47,1
N12909529,1,34.0,51,26.0,49,14.0,51,50.0,48,31.0,47,2
N12909529,5,59.0,51,50.0,49,50.0,51,49.0,48,57.0,47,3
N12909529,5,75.0,51,65.0,49,70.0,51,40.0,48,56.0,47,4
N12909537,7,51.0,51,44.0,49,51.0,51,49.0,48,53.0,47,3
N12909537,7,64.0,51,63.0,49,70.0,51,39.0,48,57.0,47,3
N12909537,7,73.0,51,70.0,49,76.0,51,34.0,48,60.0,47,4
N12909541,6,58.0,51,45.0,49,49.0,51,38.0,48,45.0,47,3
N12909541,6,69.0,51,63.0,49,65.0,51,55.0,48,51.0,47,3
N12909542,4,62.0,51,49.0,49,51.0,51,48.0,48,36.0,47,3
N12909542,4,26.0,51,49.0,49,48.0,51,43.0,48,44.0,47,2
N12909542,4,25.0,51,48.0,49,48.0,51,58.0,48,30.0,47,2
N12909542,5,80.0,51,70.0,49,83.0,51,63.0,48,71.0,47,4
N12909542,5,80.0,51,71.0,49,83.0,51,69.0,48,75.0,47,4
N12909542,5,81.0,51,76.0,49,88.0,51,60.0,48,75.0,47,4
N12909542,5,83.0,51,80.0,49,90.0,51,62.0,48,77.0,47,4
N12913632,2,45.0,51,27.0,49,24.0,51,34.0,48,37.0,47,2
N12913633,5,20.0,51,34.0,49,40.0,51,49.0,48,25.0,47,2
N12917770,2,44.0,51,42.0,49,35.0,51,42.0,48,41.0,47,2
N12917770,2,44.0,51,42.0,49,35.0,51,44.0,48,46.0,47,2
N12917774,5,59.0,51,51.0,49,51.0,51,57.0,48,64.0,47,3
N12917774,6,53.0,51,43.0,49,48.0,51,45.0,48,52.0,47,3
N12917775,2,9.0,51,19.0,49,34.0,51,28.0,48,15.0,47,2
N12917777,1,23.0,51,13.0,49,10.0,51,31.0,48,29.0,47,1
N12917782,5,55.0,51,49.0,49,56.0,51,65.0,48,52.0,47,3
N12921321,4,53.0,51,39.0,49,31.0,51,54.0,48,32.0,47,3
N12921325,5,60.0,51,40.0,49,37.0,51,20.0,48,30.0,47,3
N12921328,2,59.0,51,38.0,49,47.0,51,39.0,48,42.0,47,3
N12921329,2,33.0,51,31.0,49,38.0,51,36.0,48,47.0,47,2
N12921329,2,45.0,51,54.0,49,46.0,51,45.0,48,57.0,47,3
N12921333,3,45.0,51,54.0,49,62.0,51,41.0,48,52.0,47,3
N12921333,3,63.0,51,57.0,49,69.0,51,19.0,48,33.0,47,3
N12921334,6,74.0,51,78.0,49,88.0,51,52.0,48,34.0,47,4
N12921335,3,62.0,51,46.0,49,44.0,51,36.0,48,32.0,47,3
N12921335,6,73.0,51,52.0,49,61.0,51,43.0,48,56.0,47,4
N12921335,6,80.0,51,73.0,49,76.0,51,51.0,48,65.0,47,4
N12921335,6,82.0,51,78.0,49,78.0,51,51.0,48,67.0,47,4
N12921335,6,84.0,51,81.0,49,85.0,51,51.0,48,73.0,47,4
N12921337,1,36.0,51,31.0,49,26.0,51,41.0,48,43.0,47,2
N12921337,3,12.0,51,40.0,49,66.0,51,59.0,48,18.0,47,3
N12921337,4,84.0,51,77.0,49,91.0,51,54.0,48,74.0,47,5
N12921337,4,86.0,51,81.0,49,93.0,51,56.0,48,80.0,47,5
N12921337,4,87.0,51,85.0,49,94.0,51,53.0,48,80.0,47,5
N12921337,4,88.0,51,86.0,49,95.0,51,51.0,48,81.0,47,5
N12921577,8,61.0,51,53.0,49,48.0,51,59.0,48,57.0,47,3
N12921577,8,70.0,51,66.0,49,63.0,51,57.0,48,59.0,47,3
N12921577,8,29.0,51,59.0,49,45.0,51,60.0,48,53.0,47,3
N12921577,9,77.0,51,69.0,49,66.0,51,55.0,48,69.0,47,4
N12921577,9,79.0,51,77.0,49,77.0,51,56.0,48,71.0,47,4
N12921577,9,82.0,51,80.0,49,82.0,51,59.0,48,72.0,47,4
N12921577,9,83.0,51,78.0,49,83.0,51,62.0,48,66.0,47,4
N12921577,9,34.0,51,62.0,49,61.0,51,59.0,48,62.0,47,3
N12921577,10,81.0,51,71.0,49,73.0,51,62.0,48,46.0,47,4
N12921577,10,84.0,51,77.0,49,86.0,51,58.0,48,50.0,47,4
N13925837,3,66.0,51,66.0,49,66.0,51,25.0,48,37.0,47,3
N13925837,3,66.0,51,66.0,49,75.0,51,38.0,48,58.0,47,4
N13925838,3,35.0,51,34.0,49,34.0,51,33.0,48,45.0,47,2
N13925838,4,70.0,51,70.0,49,76.0,51,41.0,48,60.0,47,4
N13925838,4,75.0,51,77.0,49,82.0,51,55.0,48,69.0,47,4
N13925838,4,75.0,51,77.0,49,82.0,51,49.0,48,68.0,47,4
N13925838,4,77.0,51,81.0,49,87.0,51,42.0,48,69.0,47,4
N13925838,4,79.0,51,82.0,49,89.0,51,28.0,48,66.0,47,4
N13925848,1,39.0,51,20.0,49,36.0,51,28.0,48,20.0,47,2
N13925849,5,70.0,51,72.0,49,78.0,51,40.0,48,46.0,47,4
N13925849,6,71.0,51,57.0,49,59.0,51,59.0,48,62.0,47,4
N13925849,6,22.0,51,42.0,49,52.0,51,46.0,48,26.0,47,3
N13925849,6,22.0,51,50.0,49,59.0,51,56.0,48,36.0,47,3
N13925853,6,58.0,51,46.0,49,48.0,51,58.0,48,60.0,47,3
N13925853,6,67.0,51,63.0,49,65.0,51,66.0,48,69.0,47,3
N13925853,6,75.0,51,73.0,49,74.0,51,60.0,48,66.0,47,4
N13925853,6,83.0,51,75.0,49,79.0,51,56.0,48,62.0,47,4
N13925853,6,83.0,51,75.0,49,81.0,51,57.0,48,60.0,47,4
N13925853,6,83.0,51,75.0,49,81.0,51,58.0,48,53.0,47,4
N13930983,5,38.0,51,38.0,49,44.0,51,62.0,48,46.0,47,2
N13930983,6,71.0,51,53.0,49,54.0,51,47.0,48,51.0,47,4
N13930983,7,76.0,51,71.0,49,70.0,51,59.0,48,74.0,47,4
N13930986,1,24.0,51,21.0,49,14.0,51,27.0,48,23.0,47,1
N13930994,6,56.0,51,51.0,49,48.0,51,51.0,48,55.0,47,3
N13930999,5,40.0,51,38.0,49,42.0,51,61.0,48,47.0,47,2
N13930999,5,40.0,51,38.0,49,42.0,51,61.0,48,48.0,47,2
N13930999,5,59.0,51,56.0,49,62.0,51,55.0,48,59.0,47,3
N13935091,3,52.0,51,42.0,49,41.0,51,25.0,48,43.0,47,3
N13947604,4,38.0,51,37.0,49,30.0,51,63.0,48,51.0,47,3
N13947608,3,31.0,51,35.0,49,31.0,51,59.0,48,52.0,47,3
N13947611,4,42.0,51,35.0,49,31.0,51,62.0,48,53.0,47,3
N13947611,4,22.0,51,32.0,49,32.0,51,58.0,48,42.0,47,2
N13947615,4,19.0,51,21.0,49,21.0,51,60.0,48,43.0,47,2
N13947615,6,73.0,51,73.0,49,69.0,51,50.0,48,52.0,47,4
N13959978,1,36.0,51,25.0,49,17.0,51,30.0,48,29.0,47,2
N13959981,1,24.0,51,22.0,49,13.0,51,30.0,48,28.0,47,1
N13959983,5,18.0,51,27.0,49,37.0,51,62.0,48,53.0,47,3
N13959983,5,22.0,51,38.0,49,43.0,51,53.0,48,49.0,47,2
N13959983,6,76.0,51,66.0,49,72.0,51,39.0,48,64.0,47,4
N13959985,4,46.0,51,44.0,49,35.0,51,51.0,48,47.0,47,2
N14000057,5,44.0,51,43.0,49,46.0,51,44.0,48,44.0,47,2
N14000057,6,68.0,51,57.0,49,59.0,51,61.0,48,59.0,47,3
N14000059,4,51.0,51,29.0,49,28.0,51,52.0,48,39.0,47,3
N14000060,5,52.0,51,45.0,49,46.0,51,48.0,48,49.0,47,3
N14000062,3,18.0,51,32.0,49,28.0,51,58.0,48,62.0,47,3
N14000062,3,20.0,51,39.0,49,34.0,51,58.0,48,57.0,47,3
N14000062,4,72.0,51,69.0,49,78.0,51,53.0,48,71.0,47,4
N14000062,4,74.0,51,75.0,49,84.0,51,61.0,48,77.0,47,4
N14000062,4,74.0,51,75.0,49,84.0,51,61.0,48,75.0,47,4
N14000062,4,79.0,51,78.0,49,86.0,51,54.0,48,69.0,47,4
N14000071,4,19.0,51,22.0,49,21.0,51,34.0,48,28.0,47,1
N14005670,3,45.0,51,33.0,49,33.0,51,64.0,48,57.0,47,3
N14005670,3,55.0,51,49.0,49,51.0,51,60.0,48,55.0,47,3
N14005670,3,62.0,51,62.0,49,62.0,51,58.0,48,60.0,47,3
N14009421,4,56.0,51,39.0,49,36.0,51,55.0,48,34.0,47,3
N14009426,5,62.0,51,49.0,49,50.0,51,61.0,48,49.0,47,3
N14009426,6,59.0,51,49.0,49,56.0,51,32.0,48,59.0,47,3
N14009426,6,72.0,51,62.0,49,71.0,51,47.0,48,60.0,47,4
N14964554,3,18.0,51,25.0,49,25.0,51,60.0,48,39.0,47,2
N14964554,4,64.0,51,66.0,49,68.0,51,55.0,48,53.0,47,3
N14964554,4,75.0,51,73.0,49,76.0,51,51.0,48,44.0,47,4
N14964563,5,66.0,51,43.0,49,45.0,51,43.0,48,30.0,47,3
N14968393,4,63.0,51,66.0,49,68.0,51,61.0,48,50.0,47,3
N14968394,7,56.0,51,52.0,49,52.0,51,52.0,48,63.0,47,3
N14972328,2,54.0,51,41.0,49,42.0,51,49.0,48,40.0,47,3
N14972331,4,58.0,51,47.0,49,44.0,51,59.0,48,49.0,47,3
N14972332,3,42.0,51,42.0,49,43.0,51,43.0,48,51.0,47,3
N14972332,3,45.0,51,44.0,49,43.0,51,59.0,48,59.0,47,3
N14972332,3,51.0,51,61.0,49,59.0,51,48.0,48,64.0,47,3
N14972335,3,55.0,51,45.0,49,38.0,51,64.0,48,57.0,47,3
N14972335,3,63.0,51,58.0,49,54.0,51,60.0,48,59.0,47,3
N14972338,3,11.0,51,19.0,49,21.0,51,52.0,48,5.0,47,1
N14972338,4,52.0,51,49.0,49,48.0,51,55.0,48,62.0,47,3
N14972338,4,63.0,51,63.0,49,64.0,51,60.0,48,66.0,47,3
N14972338,4,74.0,51,70.0,49,73.0,51,58.0,48,71.0,47,4
N14972338,4,76.0,51,75.0,49,80.0,51,59.0,48,68.0,47,4
N14972338,5,21.0,51,49.0,49,59.0,51,37.0,48,45.0,47,3
N14972338,6,84.0,51,82.0,49,80.0,51,52.0,48,71.0,47,4
N14972343,4,23.0,51,37.0,49,35.0,51,51.0,48,57.0,47,3
N14972343,5,66.0,51,61.0,49,62.0,51,62.0,48,69.0,47,3
N14972343,5,66.0,51,61.0,49,62.0,51,62.0,48,70.0,47,3
N14972343,5,76.0,51,71.0,49,72.0,51,57.0,48,70.0,47,4
N14972343,5,83.0,51,74.0,49,78.0,51,29.0,48,65.0,47,4
N14972343,5,85.0,51,77.0,49,82.0,51,39.0,48,60.0,47,4
N14972344,3,64.0,51,64.0,49,56.0,51,33.0,48,50.0,47,3
N14972344,3,65.0,51,69.0,49,70.0,51,39.0,48,58.0,47,3
N14975454,5,59.0,51,48.0,49,50.0,51,54.0,48,50.0,47,3
N14975464,3,16.0,51,21.0,49,21.0,51,56.0,48,30.0,47,2
N14975464,4,28.0,51,30.0,49,32.0,51,45.0,48,51.0,47,3
N14975464,4,25.0,51,36.0,49,42.0,51,58.0,48,49.0,47,2
N14975464,5,63.0,51,61.0,49,67.0,51,58.0,48,68.0,47,3
N14975468,4,41.0,51,40.0,49,39.0,51,45.0,48,47.0,47,2
N14975468,4,53.0,51,59.0,49,57.0,51,65.0,48,69.0,47,3
N14975468,4,23.0,51,44.0,49,39.0,51,54.0,48,51.0,47,3
N14975468,5,22.0,51,39.0,49,48.0,51,59.0,48,54.0,47,3
N14975468,5,18.0,51,44.0,49,54.0,51,45.0,48,40.0,47,3
N14975468,5,14.0,51,32.0,49,57.0,51,34.0,48,7.0,47,3
N14978515,1,45.0,51,34.0,49,18.0,51,25.0,48,32.0,47,2
N15003461,4,66.0,51,64.0,49,67.0,51,46.0,48,52.0,47,3
N15003461,4,70.0,51,69.0,49,75.0,51,48.0,48,63.0,47,4
N15003471,4,14.0,51,20.0,49,21.0,51,57.0,48,26.0,47,1
N15003472,3,13.0,51,17.0,49,25.0,51,36.0,48,6.0,47,1
N15003472,4,47.0,51,38.0,49,43.0,51,52.0,48,57.0,47,3
N15003472,5,21.0,51,35.0,49,40.0,51,55.0,48,30.0,47,2
N15003473,4,49.0,51,44.0,49,49.0,51,47.0,48,56.0,47,3
N15003474,5,52.0,51,43.0,49,47.0,51,36.0,48,47.0,47,3
N15003474,5,19.0,51,48.0,49,46.0,51,31.0,48,51.0,47,3
N15003474,5,18.0,51,56.0,49,50.0,51,42.0,48,51.0,47,3
N15003474,5,16.0,51,50.0,49,55.0,51,60.0,48,53.0,47,3
N15017163,4,48.0,51,43.0,49,38.0,51,55.0,48,60.0,47,3
N15017163,4,53.0,51,43.0,49,38.0,51,55.0,48,63.0,47,3
N15017170,4,58.0,51,50.0,49,42.0,51,56.0,48,54.0,47,3
N15017170,4,71.0,51,59.0,49,68.0,51,26.0,48,33.0,47,4
N15017175,5,20.0,51,32.0,49,33.0,51,31.0,48,45.0,47,2
N15029587,2,12.0,51,18.0,49,18.0,51,58.0,48,24.0,47,1
N15029587,5,10.0,51,20.0,49,37.0,51,22.0,48,6.0,47,2
N15029957,2,59.0,51,59.0,49,57.0,51,28.0,48,25.0,47,3
N15029957,2,66.0,51,66.0,49,65.0,51,29.0,48,34.0,47,3
N15029957,2,71.0,51,72.0,49,72.0,51,32.0,48,34.0,47,4
N15029957,3,62.0,51,62.0,49,67.0,51,49.0,48,72.0,47,4
N15029957,3,69.0,51,72.0,49,75.0,51,54.0,48,71.0,47,4
N15029957,5,21.0,51,40.0,49,57.0,51,36.0,48,60.0,47,3
N15029957,5,16.0,51,36.0,49,63.0,51,38.0,48,38.0,47,3
N15033977,3,46.0,51,42.0,49,35.0,51,62.0,48,56.0,47,3
N15033977,4,16.0,51,31.0,49,30.0,51,50.0,48,23.0,47,2
N15033978,1,26.0,51,14.0,49,10.0,51,30.0,48,27.0,47,1
N15039337,3,42.0,51,38.0,49,33.0,51,44.0,48,53.0,47,3
N15039338,2,44.0,51,45.0,49,40.0,51,62.0,48,63.0,47,3
N15039338,2,57.0,51,60.0,49,54.0,51,56.0,48,66.0,47,3
N15039338,2,62.0,51,65.0,49,59.0,51,61.0,48,68.0,47,3
N15039338,2,66.0,51,68.0,49,66.0,51,62.0,48,69.0,47,3
N16000928,3,9.0,51,17.0,49,25.0,51,32.0,48,7.0,47,1
N16000937,3,44.0,51,41.0,49,33.0,51,62.0,48,54.0,47,3
N16000937,4,56.0,51,41.0,49,46.0,51,57.0,48,64.0,47,3
N16000945,2,31.0,51,21.0,49,16.0,51,62.0,48,45.0,47,2
N16007370,3,39.0,51,32.0,49,36.0,51,46.0,48,54.0,47,3
N16007370,3,45.0,51,51.0,49,55.0,51,49.0,48,62.0,47,3
N16007370,3,64.0,51,63.0,49,65.0,51,54.0,48,63.0,47,3
N16007378,4,15.0,51,32.0,49,31.0,51,52.0,48,22.0,47,2
N16014867,2,31.0,51,26.0,49,23.0,51,52.0,48,47.0,47,2
N16014867,3,17.0,51,42.0,49,40.0,51,51.0,48,27.0,47,2
N16023186,1,12.0,51,13.0,49,10.0,51,60.0,48,23.0,47,1
N16023186,2,61.0,51,63.0,49,60.0,51,50.0,48,54.0,47,3
N16023186,2,15.0,51,26.0,49,25.0,51,24.0,48,22.0,47,1
N16023193,4,61.0,51,61.0,49,63.0,51,33.0,48,50.0,47,3
N16023199,5,18.0,51,28.0,49,34.0,51,22.0,48,28.0,47,2
N16023207,1,13.0,51,25.0,49,18.0,51,62.0,48,36.0,47,2
N17003225,1,12.0,51,14.0,49,9.0,51,51.0,48,26.0,47,1
N17003225,1,15.0,51,18.0,49,14.0,51,49.0,48,31.0,47,2
N17003225,1,15.0,51,20.0,49,19.0,51,48.0,48,36.0,47,2
N17003234,1,24.0,51,29.0,49,19.0,51,62.0,48,38.0,47,2
N17003235,1,60.0,51,56.0,49,58.0,51,49.0,48,34.0,47,3
N17003235,1,60.0,51,59.0,49,58.0,51,47.0,48,37.0,47,3
N17003236,2,28.0,51,23.0,49,23.0,51,61.0,48,43.0,47,2
N17003237,2,31.0,51,20.0,49,16.0,51,39.0,48,41.0,47,2
N17003243,3,50.0,51,44.0,49,35.0,51,45.0,48,53.0,47,3
N17003244,1,60.0,51,59.0,49,58.0,51,49.0,48,43.0,47,3
N17003259,2,19.0,51,37.0,49,33.0,51,59.0,48,41.0,47,2
N17003262,3,61.0,51,66.0,49,61.0,51,42.0,48,54.0,47,3
N17003262,3,62.0,51,69.0,49,72.0,51,44.0,48,60.0,47,4
N17003263,3,67.0,51,45.0,49,52.0,51,31.0,48,40.0,47,3
N17003263,3,69.0,51,60.0,49,69.0,51,37.0,48,49.0,47,3
N17003263,3,23.0,51,44.0,49,49.0,51,51.0,48,58.0,47,3
N17003263,3,23.0,51,46.0,49,60.0,51,53.0,48,61.0,47,3
