Unnamed: 0.1,Unnamed: 0,NID,Quarter,Herd,Lact,M_Sys,HWI,ABV_M_Resist,PI-M,Gest,DIM,AbCode,DCC,Ab_RxStat,TBred,Lact_xLame,Life_xLame,Lact_xMetabolic,Life_xMetabolic,Lact_xmast,Lact_qxmast,Life_xmast,TLSCC,TL150SCC,TL200SCC,TL_mean_logSCC,TL_sd_logSCC,LIFESCC,LIFE150SCC,LIFE200SCC,Outcome_Mean_logSCC_next_lact,Outcome_Std_logSCC_next_lact,Outcome_Count_logSCC_next_lact,Outcome_Next_Lact_max_xmast,Outcome_failure_T,Outcome_failure_D,Outcome_Lact_mast_reoccur,Outcome_Recurred,Pregnant,Outcome_Sold,Outcome_num_tests_30to60,Outcome_num_tests_30to60_SCC<200,Outcome_num_tests_60to90,Outcome_num_tests_60to90_SCC<200,Outcome_num_tests_after90,Outcome_num_tests_after90_SCC<200,Outcome_num_tests_30to100,Outcome_30to100_mean_logSCC,Outcome_30to100_sd_mean_logSCC,Outcome_num_tests_30to150,Outcome_30to150_mean_logSCC,Outcome_30to150_sd_mean_logSCC,DSLB,Outcome_Failure,pre_num_tests_0to30,pre_num_tests_0to30_max,pre_num_tests_0to30_logmean,pre_num_tests_0to30_SCC>150,pre_num_tests_0to30_SCC>200,pre_num_tests_0to30_SCC>1000,pre_num_tests_31to60,pre_num_tests_31to60_max,pre_num_tests_31to60_logmean,pre_num_tests_31to60_SCC>150,pre_num_tests_31to60_SCC>200,pre_num_tests_31to60_SCC>1000,pre_num_tests_61to90,pre_num_tests_61to90_max,pre_num_tests_61to90_logmean,pre_num_tests_61to90_SCC>150,pre_num_tests_61to90_SCC>200,pre_num_tests_61to90_SCC>1000,pre_num_tests_g90,pre_num_tests_g90_max,pre_num_tests_g90_logmean,pre_num_tests_g90_SCC>150,pre_num_tests_g90_SCC>200,pre_num_tests_g90_SCC>1000,prelact_SCC_count,prelact_SCC_max,prelact_logSCC_mean,prelact_SCC>150,prelact_SCC>200,prelact_SCC>1000,Rx_Year,Rx_Month,Prev_AllRxCodes,Outcome_Sold100,Outcome_Rec100,Outcome_Shortloss,Outcome_Longloss,pre_herd_mast_percent,pre_herd_fresh_mast_percent,pre_herd_greater14day_mast_percent,pre_herd_SCC_percent_g150,pre_herd_SCC__DIM_less31_percent_g150,pre_herd_SCC__DIM_more30_percent_g150,pre_herd_SCC_percent_g200,pre_herd_SCC__DIM_less31_percent_g200,pre_herd_SCC__DIM_more30_percent_g200
3415,3670,N17029914,21.0,FOR000H,3,,,,122.0,277.0,188,0,103.0,0,2.0,0.0,0.0,0.0,0.0,1,1.0,1,7.0,2.0,2.0,4.444295780248148,1.6225509896502004,29.0,4.0,4.0,2.92177220851568,0.3022485614617323,2.0,,0,0,3,1,1,0,1.0,0.0,1.0,0.0,5.0,1.0,2.0,7.436687924649885,0.7751523244689665,4.0,7.280311482464763,0.5597880520807622,103.0,0,1.0,1056.0,6.962243464266207,1.0,1.0,1.0,2.0,423.0,5.336172496165274,1.0,1.0,0.0,,,,,,,4.0,73.0,3.368870501285071,0.0,0.0,0.0,22.0,405.0,3.519147988138727,2.0,2.0,0.0,2022,4,9999999,0.0,1.0,1.0,0.0,8.603667136812412,5.555555555555555,8.7667161961367,30.00723065798988,28.47682119205298,30.1948051948052,23.93347794649313,23.178807947019862,24.025974025974023
3416,3671,N17029914,11.0,FOR000H,3,,,,122.0,277.0,197,0,112.0,0,2.0,0.0,0.0,0.0,0.0,2,1.0,2,7.0,2.0,2.0,4.444295780248148,1.6225509896502004,29.0,4.0,4.0,2.92177220851568,0.3022485614617323,2.0,,1,0,2,1,1,0,1.0,0.0,1.0,0.0,5.0,1.0,2.0,7.436687924649885,0.7751523244689665,4.0,7.280311482464763,0.5597880520807622,112.0,1,1.0,1056.0,6.962243464266207,1.0,1.0,1.0,1.0,423.0,6.0473721790462776,1.0,1.0,0.0,1.0,102.0,4.624972813284271,0.0,0.0,0.0,4.0,73.0,3.368870501285071,0.0,0.0,0.0,22.0,405.0,3.519147988138727,2.0,2.0,0.0,2022,5,47941,0.0,1.0,1.0,0.0,8.866279069767442,17.5,8.333333333333332,30.00723065798988,28.47682119205298,30.1948051948052,23.93347794649313,23.178807947019862,24.025974025974023
3417,3672,N17029914,11.0,FOR000H,3,,,,122.0,277.0,237,1,0.0,1,3.0,0.0,0.0,0.0,0.0,3,2.0,3,9.0,4.0,3.0,4.92391440850553,1.8324569351337272,31.0,6.0,5.0,2.92177220851568,0.3022485614617323,2.0,,0,0,1,1,0,0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,7.12393504027964,0.4913374572995347,3.0,6.878810495368303,0.5486022019886138,9.0,0,1.0,2936.0,7.984803389734406,1.0,1.0,1.0,2.0,1056.0,6.091299644672265,2.0,1.0,1.0,1.0,423.0,6.0473721790462776,1.0,1.0,0.0,5.0,102.0,3.6200909636849112,0.0,0.0,0.0,22.0,405.0,3.519147988138727,2.0,2.0,0.0,2022,6,51143,0.0,1.0,1.0,0.0,7.560627674750357,1.6129032258064515,8.137715179968701,24.104477611940297,19.083969465648856,24.648469809760133,19.402985074626866,15.267175572519085,19.851116625310176
3418,3673,N17029914,11.0,FOR000H,3,,,,122.0,277.0,278,1,27.0,0,4.0,0.0,0.0,0.0,0.0,4,3.0,4,10.0,5.0,4.0,5.120380213611513,1.8359702395552284,32.0,7.0,6.0,2.92177220851568,0.3022485614617323,2.0,,0,0,0,0,1,0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,6.929962246866364,0.7656564124759851,3.0,6.740408990435241,0.6331715265658483,27.0,0,1.0,981.0,6.888572459565364,1.0,1.0,0.0,1.0,2936.0,7.984803389734406,1.0,1.0,1.0,1.0,185.0,5.220355825078324,1.0,0.0,0.0,7.0,1056.0,4.444295780248148,2.0,2.0,1.0,22.0,405.0,3.519147988138727,2.0,2.0,0.0,2022,7,47941,0.0,0.0,0.0,0.0,4.409672830725462,8.0,4.277286135693215,21.083890126206384,18.33333333333333,21.352893235533823,17.14922048997773,14.166666666666666,17.440912795436024
3419,3674,N17029915,22.0,FOR000H,2,,,,101.0,284.0,312,0,223.0,0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,10.0,0.0,0.0,3.769721218938744,0.5432767925842579,20.0,2.0,2.0,,,,,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,223.0,0,1.0,45.0,3.80666248977032,0.0,0.0,0.0,1.0,55.0,4.007333185232471,0.0,0.0,0.0,,,,,,,8.0,104.0,3.7354020642980816,0.0,0.0,0.0,10.0,2211.0,4.725589147203953,2.0,2.0,1.0,2021,8,9999999,1.0,0.0,1.0,1.0,4.705882352941177,0.0,4.918032786885246,21.117166212534062,13.60544217687075,21.953065859197576,15.940054495912806,9.523809523809524,16.654049962149887
3420,3675,N17029916,22.0,FOR000H,2,,,,97.0,278.0,41,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,1.0,0.0,0.0,3.044522437723423,99.0,15.0,0.0,0.0,5.442417710521793,99.0,1.0,1.0,1,1,0,0,0,0,1.0,1.0,1.0,1.0,6.0,6.0,2.0,3.716833270083084,0.1885349358455714,3.0,3.970334451548125,0.4588695435847336,,1,1.0,21.0,3.044522437723423,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,14.0,121.0,4.11287889659481,0.0,0.0,0.0,2021,3,9999999,0.0,0.0,0.0,0.0,7.104557640750671,7.017543859649122,7.111756168359943,27.09219858156028,28.93081761006289,26.85851318944844,21.48936170212766,22.0125786163522,21.42286171063149
3421,3676,N17029916,21.0,FOR000H,3,,,,64.0,262.0,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,2,,,,,,24.0,0.0,0.0,,,,,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,127.0,4.111583742209585,0.0,0.0,0.0,2022,2,"62535, 36796, 51143, 49851",1.0,,1.0,1.0,7.002801120448179,17.647058823529413,6.470588235294119,23.36842105263158,24.24242424242424,23.27919566898685,17.82456140350877,21.96969696969697,17.40139211136891
3422,3677,N17029918,21.0,FOR000H,2,,,,117.0,281.0,42,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,2.0,1.0,1.0,5.02902621614252,0.7020534043758481,14.0,2.0,1.0,3.778768662985741,0.8105876551411866,9.0,0.0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,8.0,8.0,2.0,2.9907071056272403,0.7153098645023469,3.0,2.992382161602824,0.5058087766782492,,0,1.0,251.0,5.525452939131784,1.0,1.0,0.0,1.0,93.0,4.532599493153256,0.0,0.0,0.0,,,,,,,,,,,,,12.0,159.0,4.170355530904726,1.0,0.0,0.0,2021,3,9999999,0.0,0.0,0.0,0.0,6.827309236947792,2.73972602739726,7.270029673590504,27.09219858156028,28.93081761006289,26.85851318944844,21.48936170212766,22.0125786163522,21.42286171063149
3423,3678,N17033429,22.0,FOR000H,3,,,,105.0,286.0,121,0,64.0,0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,4.0,2.0,2.0,4.722005833944113,1.2576076371206282,27.0,2.0,2.0,4.240907714129076,0.466844481877041,5.0,,1,1,0,0,1,0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.863326832423821,0.1777061364474488,3.0,4.064187261167409,0.3698979196625914,64.0,1,1.0,44.0,3.784189633918261,0.0,0.0,0.0,1.0,471.0,6.154858094016418,1.0,1.0,0.0,2.0,220.0,4.474487803920888,1.0,1.0,0.0,,,,,,,23.0,88.0,3.4999937210883334,0.0,0.0,0.0,2022,5,9999999,0.0,0.0,0.0,0.0,12.40768094534712,8.333333333333332,12.636505460218409,27.68777614138439,25.17985611510792,27.97374897456932,21.87039764359352,23.021582733812952,21.73913043478261
3424,3679,N17033430,12.0,FOR000H,1,,,,101.0,,205,0,0.0,0,7.0,0.0,0.0,0.0,0.0,1,1.0,1,7.0,1.0,1.0,3.975072176228754,1.2921182942538532,7.0,1.0,1.0,,,,,0,0,0,0,0,1,1.0,0.0,1.0,1.0,4.0,4.0,2.0,4.619463914414047,1.0290434707505025,4.0,4.64189610690558,0.6244994047277447,4.0,0,1.0,627.0,6.440946540632921,1.0,1.0,0.0,1.0,66.0,4.189654742026425,0.0,0.0,0.0,1.0,91.0,4.51085950651685,0.0,0.0,0.0,4.0,48.0,3.171011111106272,0.0,0.0,0.0,,,,,,,2020,4,9999999,0.0,0.0,0.0,,4.86409155937053,10.638297872340424,4.447852760736196,27.813620071684586,32.78688524590164,27.380015735641223,21.863799283154123,25.40983606557377,21.557828481510622
3425,3680,N18005308,21.0,FOR000H,2,,,,85.0,275.0,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,,,,,,13.0,11.0,6.0,6.45671006039186,2.5951942395728462,4.0,1.0,0,0,3,1,0,0,1.0,1.0,1.0,1.0,7.0,6.0,3.0,4.013339353733364,0.8093525587244562,4.0,5.12228663042555,2.314250913969344,,0,,,,,,,,,,,,,,,,,,,,,,,,,13.0,706.0,5.391369239392361,11.0,6.0,0.0,2021,1,9999999,0.0,0.0,0.0,1.0,6.796116504854369,10.869565217391305,6.518518518518518,26.49147727272727,38.38383838383838,25.59205500381971,20.099431818181817,30.303030303030305,19.327731092436977
3426,3681,N18005308,11.0,FOR000H,2,,,,85.0,275.0,130,0,56.0,0,2.0,0.0,0.0,0.0,0.0,2,1.0,2,4.0,0.0,0.0,4.189629233123797,0.7490083638904549,17.0,11.0,6.0,6.45671006039186,2.5951942395728462,4.0,1.0,1,1,2,1,1,0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.881510654509259,0.9948381812728346,4.0,3.477872401234041,0.7547646701468442,56.0,1,1.0,22.0,3.091042453358316,0.0,0.0,0.0,1.0,77.0,4.343805421853684,0.0,0.0,0.0,1.0,100.0,4.605170185988092,0.0,0.0,0.0,1.0,112.0,4.718498871295094,0.0,0.0,0.0,13.0,706.0,5.391369239392361,11.0,6.0,0.0,2021,5,"51143, 62535",0.0,1.0,0.0,1.0,6.97350069735007,2.272727272727273,7.280832095096583,25.90529247910863,26.13636363636364,25.87301587301588,20.403899721448468,18.75,20.63492063492064
3427,3682,N18005308,12.0,FOR000H,2,,,,85.0,275.0,178,0,104.0,0,2.0,0.0,0.0,0.0,0.0,3,1.0,3,6.0,1.0,1.0,4.965435478611311,1.8094979746182307,19.0,12.0,7.0,6.45671006039186,2.5951942395728462,4.0,1.0,0,0,1,1,1,0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.108840708755197,0.1933861955518354,4.0,3.190127332687685,0.226632318983947,104.0,0,1.0,98.0,4.584967478670572,0.0,0.0,0.0,1.0,4671.0,8.449128460502108,1.0,1.0,1.0,1.0,22.0,3.091042453358316,0.0,0.0,0.0,3.0,112.0,4.555824826378957,0.0,0.0,0.0,13.0,706.0,5.391369239392361,11.0,6.0,0.0,2021,6,"36796, 62535, 51143, 49851",0.0,1.0,0.0,1.0,4.032258064516129,3.508771929824561,4.075691411935954,25.833333333333336,23.7410071942446,26.05687932359724,20.34722222222222,15.827338129496402,20.83013066871637
3428,3683,N18005308,21.0,FOR000H,2,,,,85.0,275.0,241,0,167.0,0,2.0,0.0,0.0,0.0,0.0,4,2.0,4,8.0,1.0,1.0,4.482629807488997,1.7731016679323477,21.0,12.0,7.0,6.45671006039186,2.5951942395728462,4.0,1.0,0,0,0,0,1,0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.3460418712533144,0.124373483003878,2.0,3.3460418712533144,0.124373483003878,167.0,0,2.0,24.0,3.034212794122056,0.0,0.0,0.0,,,,,,,1.0,98.0,4.584967478670572,0.0,0.0,0.0,5.0,4671.0,5.041529078599458,1.0,1.0,1.0,13.0,706.0,5.391369239392361,11.0,6.0,0.0,2021,8,"62535, 36796",0.0,0.0,0.0,1.0,4.521963824289406,2.564102564102564,4.625850340136054,18.71693121693122,14.084507042253522,19.197080291970803,14.02116402116402,9.15492957746479,14.525547445255476
3429,3684,N18005308,21.0,FOR000H,3,,,,92.0,280.0,85,0,1.0,0,1.0,0.0,0.0,0.0,0.0,1,1.0,5,2.0,1.0,1.0,5.332812135622068,3.5349665115238267,25.0,13.0,8.0,,,,,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0,1.0,17.0,2.833213344056216,0.0,0.0,0.0,1.0,2521.0,7.83241092718792,1.0,1.0,1.0,,,,,,,,,,,,,23.0,4671.0,4.8974314049791,12.0,7.0,1.0,2022,3,"62535, 36796",1.0,,1.0,1.0,9.142053445850914,13.157894736842104,8.915304606240714,28.551336146272853,37.24137931034483,27.564604541895065,22.22222222222222,30.344827586206897,21.29992169146437
3430,3685,N18005323,11.0,FOR000H,1,,,,89.0,,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,,,,,,,,,3.7050926819516734,0.3863067310286897,7.0,0.0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,6.0,6.0,2.0,2.9753212762938634,0.6935510159907275,4.0,3.433466642230941,0.683813496514663,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,7,9999999,0.0,0.0,0.0,0.0,2.7777777777777777,2.3255813953488373,2.806499261447563,26.27683197631384,24.42748091603053,26.475409836065573,20.72538860103627,19.84732824427481,20.81967213114754
3431,3686,N18005327,22.0,FOR000H,1,,,,92.0,,237,0,134.0,0,2.0,0.0,0.0,0.0,0.0,1,1.0,1,8.0,1.0,1.0,3.719973357374319,1.1617685668445297,8.0,1.0,1.0,5.071944647000662,1.2266447100436315,12.0,2.0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,4.853005873985248,0.1651906454563283,2.0,4.853005873985248,0.1651906454563283,134.0,0,1.0,368.0,5.908082938168931,1.0,1.0,0.0,1.0,148.0,4.997212273764115,0.0,0.0,0.0,1.0,23.0,3.1354942159291497,0.0,0.0,0.0,5.0,52.0,3.1437994862264715,0.0,0.0,0.0,,,,,,,2020,12,9999999,0.0,0.0,0.0,0.0,3.481894150417828,4.761904761904762,3.443328550932568,26.886145404663925,24.705882352941178,27.021121631463945,21.330589849108367,22.35294117647059,21.26729788783685
3432,3687,N18005327,22.0,FOR000H,2,,,,113.0,280.0,226,1,27.0,0,6.0,0.0,0.0,0.0,0.0,1,1.0,2,7.0,1.0,0.0,4.210877455109986,0.5852001196423148,18.0,3.0,1.0,5.544246283616287,1.2265249276965722,8.0,1.0,0,0,1,1,1,0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,6.723005027813905,0.4653814426735012,4.0,6.505304390804048,0.57789346844775,27.0,0,1.0,173.0,5.153291594497779,1.0,0.0,0.0,1.0,105.0,4.653960350157523,0.0,0.0,0.0,1.0,33.0,3.49650756146648,0.0,0.0,0.0,4.0,79.0,4.043095669912031,0.0,0.0,0.0,11.0,368.0,4.064322329274972,2.0,1.0,0.0,2021,12,"36796, 62535",0.0,1.0,1.0,1.0,3.324468085106383,8.108108108108109,3.076923076923077,18.72816212438854,17.985611510791365,18.808049535603715,13.626834381551362,13.66906474820144,13.622291021671826
3433,3688,N18005327,22.0,FOR000H,2,,,,113.0,280.0,269,1,70.0,0,6.0,0.0,0.0,0.0,0.0,2,2.0,3,9.0,3.0,2.0,4.650570443381265,1.0897831030595588,20.0,5.0,3.0,5.544246283616287,1.2265249276965722,8.0,1.0,0,0,0,0,1,0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,6.336067257858853,0.5736671929845728,3.0,6.336067257858853,0.5736671929845728,70.0,0,1.0,1111.0,7.01301578963963,1.0,1.0,1.0,2.0,214.0,5.259633804759815,2.0,1.0,0.0,1.0,105.0,4.653960350157523,0.0,0.0,0.0,5.0,79.0,3.933778048222921,0.0,0.0,0.0,11.0,368.0,4.064322329274972,2.0,1.0,0.0,2022,1,"51143, 62535",0.0,0.0,0.0,1.0,4.43213296398892,8.108108108108109,4.233576642335766,22.268712226871223,21.524663677130047,22.35477178423237,16.643421664342167,18.385650224215247,16.441908713692946
3434,3689,N18005327,21.0,FOR000H,3,,,,104.0,274.0,119,0,61.0,0,1.0,0.0,0.0,0.0,0.0,1,1.0,4,3.0,1.0,1.0,5.0396193327544125,2.1351368999428018,26.0,9.0,7.0,,,,,0,0,0,0,1,0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,5.876215217645818,0.0218198928230648,4.0,5.91384561117021,0.1837623580715308,61.0,0,1.0,1416.0,7.255591274253665,1.0,1.0,1.0,1.0,130.0,4.867534450455582,0.0,0.0,0.0,1.0,20.0,2.995732273553991,0.0,0.0,0.0,,,,,,,23.0,1111.0,4.590038321131854,8.0,6.0,2.0,2022,12,47941,0.0,0.0,0.0,0.0,1.8284106891701828,0.0,1.925925925925926,18.008474576271187,17.56756756756757,18.05993690851735,12.994350282485875,10.81081081081081,13.249211356466878
3435,3690,N18005329,11.0,FOR000H,2,,,,93.0,284.0,372,0,272.0,0,3.0,3.0,3.0,0.0,0.0,1,1.0,1,,,,,,,,,4.164497326740452,0.6461154967392935,8.0,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,272.0,0,,,,,,,1.0,244.0,5.497168225293202,1.0,1.0,0.0,1.0,1237.0,7.120444372392488,1.0,1.0,1.0,10.0,610.0,4.347129543179767,5.0,4.0,0.0,11.0,249.0,3.972925595688508,1.0,1.0,0.0,2022,8,9999999,0.0,0.0,0.0,0.0,4.471544715447155,3.7037037037037033,4.5321637426900585,19.75397973950796,21.49532710280374,19.607843137254903,15.629522431259044,17.75700934579439,15.450980392156865
3436,3692,N18007858,21.0,FOR000H,1,,,,84.0,,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,,,,,,,,,3.9415346756528766,2.0599831095108554,2.0,,0,0,0,0,0,0,1.0,0.0,0.0,0.0,8.0,7.0,2.0,4.660672465009547,1.484577125117937,4.0,4.479983439909832,1.2713410546976918,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,4,9999999,0.0,0.0,0.0,0.0,2.8368794326241136,4.081632653061225,2.7439024390243905,28.147100424328148,33.33333333333333,27.844311377245507,23.055162659123056,28.205128205128204,22.75449101796407
3437,3693,N18007864,21.0,FOR000H,1,,,,93.0,,21,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,1.0,1.0,1.0,8.490438454107418,99.0,1.0,1.0,1.0,,,,,0,0,1,1,0,1,1.0,1.0,1.0,1.0,6.0,5.0,2.0,3.6375861597263857,0.0,4.0,3.68819414066259,0.96022658691983,,0,1.0,4868.0,8.490438454107418,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2020,7,9999999,0.0,0.0,0.0,,2.6206896551724137,5.714285714285714,2.4637681159420293,24.14793328498912,20.454545454545457,24.538893344025663,18.70920957215373,15.909090909090908,19.0056134723336
3438,3694,N18007864,12.0,FOR000H,1,,,,93.0,,221,0,81.0,0,5.0,0.0,0.0,0.0,0.0,2,1.0,2,7.0,2.0,2.0,4.637105178258435,2.035663747139034,7.0,2.0,2.0,,,,,1,1,0,0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,2.0,4.001347081141969,0.1548942620060197,2.0,4.001347081141969,0.1548942620060197,81.0,1,1.0,26.0,3.258096538021482,0.0,0.0,0.0,1.0,136.0,4.912654885736052,0.0,0.0,0.0,1.0,13.0,2.5649493574615367,0.0,0.0,0.0,4.0,4868.0,5.431008866647493,2.0,2.0,1.0,,,,,,,2021,2,47941,1.0,,1.0,1.0,7.66016713091922,4.651162790697675,7.851851851851851,26.83453237410072,35.294117647058826,26.042486231313926,20.719424460431654,25.210084033613445,20.298977183320225
3439,3695,N18007866,21.0,FOR000H,1,,,,90.0,,52,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,2.0,2.0,2.0,6.987168715099405,0.7150144776925705,2.0,2.0,2.0,5.5498821783624,2.3550028178928213,3.0,1.0,0,0,2,1,0,0,1.0,0.0,1.0,1.0,5.0,3.0,2.0,6.4242500257096085,1.989756322989498,4.0,5.801679738341607,1.3564919474896606,4.0,0,1.0,1795.0,7.492760300922379,1.0,1.0,1.0,1.0,653.0,6.481577129276431,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,2020,12,9999999,0.0,1.0,1.0,1.0,3.3472803347280333,4.545454545454546,3.309352517985612,26.886145404663925,24.705882352941178,27.021121631463945,21.330589849108367,22.35294117647059,21.26729788783685
3440,3696,N18007866,21.0,FOR000H,1,,,,90.0,,112,0,45.0,0,2.0,0.0,0.0,0.0,0.0,2,2.0,2,4.0,4.0,4.0,7.17682371286492,0.6019665292609706,4.0,4.0,4.0,5.5498821783624,2.3550028178928213,3.0,1.0,0,0,1,1,1,0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.1791094509736055,0.1034694886538261,4.0,5.347275136144225,0.3118066302839981,45.0,0,1.0,2518.0,7.831220214604293,1.0,1.0,1.0,1.0,994.0,6.901737206656574,1.0,1.0,0.0,1.0,1795.0,7.492760300922379,1.0,1.0,1.0,1.0,653.0,6.481577129276431,1.0,1.0,0.0,,,,,,,2021,1,47941,0.0,1.0,0.0,1.0,7.552447552447552,2.0408163265306123,7.957957957957958,26.83453237410072,35.294117647058826,26.042486231313926,20.719424460431654,25.210084033613445,20.298977183320225
3441,3697,N18007866,300.0,FOR000H,1,,,,90.0,,173,0,106.0,0,2.0,0.0,0.0,0.0,0.0,3,1.0,3,6.0,6.0,4.0,6.496141352720205,1.1553911723704335,6.0,6.0,4.0,5.5498821783624,2.3550028178928213,3.0,1.0,1,1,0,0,1,0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,5.515440821314845,0.4096893924783574,3.0,5.505226192040115,0.2902338972420404,106.0,1,1.0,191.0,5.25227342804663,1.0,0.0,0.0,1.0,151.0,5.017279836814924,1.0,0.0,0.0,1.0,2518.0,7.831220214604293,1.0,1.0,1.0,3.0,1795.0,6.9586915456184615,3.0,3.0,1.0,,,,,,,2021,4,51143,0.0,0.0,0.0,1.0,7.220708446866484,9.803921568627452,7.027818448023426,27.09219858156028,28.93081761006289,26.85851318944844,21.48936170212766,22.0125786163522,21.42286171063149
3442,3698,N18007866,22.0,FOR000H,1,,,,90.0,,180,0,113.0,0,2.0,0.0,0.0,0.0,0.0,3,1.0,3,6.0,6.0,4.0,6.496141352720205,1.1553911723704335,6.0,6.0,4.0,5.5498821783624,2.3550028178928213,3.0,1.0,1,1,0,0,1,0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,5.515440821314845,0.4096893924783574,3.0,5.505226192040115,0.2902338972420404,113.0,1,1.0,191.0,5.25227342804663,1.0,0.0,0.0,1.0,151.0,5.017279836814924,1.0,0.0,0.0,1.0,2518.0,7.831220214604293,1.0,1.0,1.0,3.0,1795.0,6.9586915456184615,3.0,3.0,1.0,,,,,,,2021,4,"36796, 62535",0.0,0.0,0.0,1.0,8.26558265582656,10.416666666666668,8.115942028985506,27.09219858156028,28.93081761006289,26.85851318944844,21.48936170212766,22.0125786163522,21.42286171063149
3443,3699,N18007866,21.0,FOR000H,2,,,,77.0,280.0,47,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,4,2.0,1.0,0.0,4.301868896408212,1.3216859055622323,12.0,11.0,6.0,,,,,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,1.0,29.0,3.367295829986474,0.0,0.0,0.0,1.0,188.0,5.236441962829949,1.0,0.0,0.0,,,,,,,,,,,,,10.0,2518.0,6.059847216634216,10.0,6.0,2.0,2021,11,51143,1.0,,1.0,1.0,2.73224043715847,0.0,2.923976608187134,17.63085399449036,15.730337078651685,17.754952311078505,13.56749311294766,12.359550561797752,13.646368305209098
3444,3700,N18007869,12.0,FOR000H,1,,,,82.0,,22,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,1.0,0.0,0.0,4.74493212836325,99.0,1.0,0.0,0.0,3.003794905659677,0.7265845001246113,10.0,0.0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,6.0,6.0,2.0,3.9604048396443,0.0404171020280946,4.0,3.558136122110379,0.4960907123717771,,0,1.0,115.0,4.74493212836325,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2020,5,9999999,0.0,0.0,0.0,0.0,5.285714285714286,0.0,5.56390977443609,27.813620071684586,32.78688524590164,27.380015735641223,21.863799283154123,25.40983606557377,21.557828481510622
3445,3703,N18007899,12.0,FOR000H,2,,,,60.0,258.0,112,0,49.0,0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,4.0,1.0,1.0,4.726732671072876,2.184236534982377,15.0,1.0,1.0,4.347882477152547,0.6564795933560488,7.0,0.0,0,0,0,0,1,0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,5.899948315754043,2.309964211981692,5.0,5.545180810437287,1.7043733805650167,49.0,0,1.0,2482.0,7.816819965764552,1.0,1.0,1.0,2.0,84.0,3.569433499972762,0.0,0.0,0.0,1.0,52.0,3.951243718581428,0.0,0.0,0.0,,,,,,,11.0,134.0,4.278787377234895,0.0,0.0,0.0,2022,1,9999999,0.0,0.0,0.0,0.0,4.43213296398892,8.108108108108109,4.233576642335766,22.268712226871223,21.524663677130047,22.35477178423237,16.643421664342167,18.385650224215247,16.441908713692946
