CowID,Lact,Cow Sold,Herd Sold,Cow Shortloss,Herd Shortloss,Cow Longloss,Herd Longloss,Cow Failure,Herd Failure,Cow Recurred,Herd Recurred,Cow Quality
N08730609,5,75.0,56,69.0,55,77.0,60,65.0,49,71.0,53,4
N08730612,5,57.0,56,54.0,55,60.0,60,57.0,49,62.0,53,3
N08730613,3,10.0,56,21.0,55,24.0,60,50.0,49,32.0,53,2
N08730613,3,11.0,56,22.0,55,31.0,60,58.0,49,29.0,53,2
N08730613,5,81.0,56,65.0,55,78.0,60,55.0,49,64.0,53,4
N08730613,5,81.0,56,62.0,55,74.0,60,60.0,49,66.0,53,4
N08730613,5,84.0,56,74.0,55,85.0,60,46.0,49,68.0,53,4
N08730613,5,87.0,56,80.0,55,92.0,60,42.0,49,53.0,53,5
N08730613,5,89.0,56,82.0,55,93.0,60,47.0,49,24.0,53,5
N08730614,6,65.0,56,55.0,55,65.0,60,56.0,49,56.0,53,3
N08730615,9,83.0,56,73.0,55,87.0,60,30.0,49,54.0,53,4
N08730615,9,85.0,56,78.0,55,86.0,60,31.0,49,56.0,53,4
N08730623,5,67.0,56,53.0,55,52.0,60,60.0,49,51.0,53,3
N08730624,6,61.0,56,52.0,55,60.0,60,63.0,49,62.0,53,3
N08730633,3,14.0,56,34.0,55,45.0,60,54.0,49,35.0,53,2
N08730633,4,62.0,56,56.0,55,66.0,60,44.0,49,57.0,53,3
N08730633,5,72.0,56,66.0,55,75.0,60,61.0,49,74.0,53,4
N08730633,5,81.0,56,76.0,55,80.0,60,66.0,49,72.0,53,4
N08730633,5,83.0,56,80.0,55,85.0,60,59.0,49,69.0,53,4
N08730633,5,85.0,56,82.0,55,87.0,60,52.0,49,70.0,53,4
N08730633,5,85.0,56,82.0,55,87.0,60,57.0,49,67.0,53,4
N08730633,5,85.0,56,79.0,55,89.0,60,50.0,49,67.0,53,4
N08730633,5,85.0,56,79.0,55,90.0,60,46.0,49,67.0,53,4
N08730635,7,64.0,56,50.0,55,44.0,60,36.0,49,46.0,53,3
N08730635,7,76.0,56,66.0,55,67.0,60,56.0,49,52.0,53,4
N08730636,5,59.0,56,50.0,55,56.0,60,55.0,49,65.0,53,3
N08730636,5,73.0,56,69.0,55,73.0,60,63.0,49,66.0,53,4
N08730636,5,81.0,56,78.0,55,79.0,60,62.0,49,56.0,53,4
N08730637,4,68.0,56,59.0,55,56.0,60,52.0,49,62.0,53,3
N08730640,3,61.0,56,48.0,55,44.0,60,52.0,49,55.0,53,3
N08730640,5,69.0,56,62.0,55,62.0,60,62.0,49,62.0,53,3
N08730640,5,75.0,56,74.0,55,72.0,60,62.0,49,72.0,53,4
N08730641,4,66.0,56,58.0,55,57.0,60,61.0,49,59.0,53,3
N08730642,4,21.0,56,29.0,55,30.0,60,45.0,49,51.0,53,3
N08730643,4,64.0,56,63.0,55,56.0,60,68.0,49,63.0,53,3
N08730645,2,13.0,56,22.0,55,24.0,60,43.0,49,17.0,53,1
N08730645,4,16.0,56,30.0,55,50.0,60,63.0,49,8.0,53,3
N08730645,5,66.0,56,68.0,55,80.0,60,59.0,49,61.0,53,4
N08730646,3,55.0,56,54.0,55,51.0,60,53.0,49,63.0,53,3
N08730646,4,73.0,56,65.0,55,70.0,60,59.0,49,64.0,53,4
N08730646,4,80.0,56,72.0,55,75.0,60,52.0,49,65.0,53,4
N08730647,6,70.0,56,59.0,55,82.0,60,62.0,49,60.0,53,4
N08730647,6,37.0,56,55.0,55,72.0,60,55.0,49,62.0,53,4
N08730649,4,49.0,56,51.0,55,56.0,60,58.0,49,63.0,53,3
N08730649,4,61.0,56,66.0,55,74.0,60,56.0,49,70.0,53,4
N08730649,4,77.0,56,72.0,55,76.0,60,46.0,49,65.0,53,4
N08730649,5,78.0,56,67.0,55,76.0,60,56.0,49,69.0,53,4
N08730649,5,81.0,56,77.0,55,84.0,60,49.0,49,65.0,53,4
N08730650,4,19.0,56,40.0,55,61.0,60,59.0,49,26.0,53,3
N08730650,4,19.0,56,36.0,55,62.0,60,57.0,49,31.0,53,3
N08730650,5,83.0,56,67.0,55,83.0,60,52.0,49,67.0,53,4
N08730650,5,88.0,56,73.0,55,87.0,60,60.0,49,54.0,53,4
N08730652,3,57.0,56,45.0,55,53.0,60,26.0,49,34.0,53,3
N08730652,3,68.0,56,61.0,55,69.0,60,42.0,49,31.0,53,3
N08730654,5,64.0,56,53.0,55,57.0,60,47.0,49,60.0,53,3
N08730654,6,77.0,56,65.0,55,68.0,60,61.0,49,63.0,53,4
N08730654,6,84.0,56,74.0,55,77.0,60,53.0,49,62.0,53,4
N08730654,6,86.0,56,80.0,55,82.0,60,53.0,49,61.0,53,4
N08730654,6,86.0,56,80.0,55,82.0,60,58.0,49,59.0,53,4
N08730655,3,53.0,56,47.0,55,58.0,60,48.0,49,51.0,53,3
N08730655,3,63.0,56,58.0,55,70.0,60,48.0,49,55.0,53,3
N08730655,5,84.0,56,79.0,55,92.0,60,48.0,49,69.0,53,5
N08730656,4,22.0,56,42.0,55,51.0,60,56.0,49,53.0,53,3
N08730656,5,73.0,56,61.0,55,69.0,60,59.0,49,58.0,53,4
N08730656,5,73.0,56,61.0,55,69.0,60,64.0,49,59.0,53,4
N08730656,5,80.0,56,72.0,55,79.0,60,47.0,49,67.0,53,4
N08735165,5,58.0,56,54.0,55,42.0,60,57.0,49,62.0,53,3
N08735166,4,22.0,56,37.0,55,52.0,60,47.0,49,45.0,53,3
N08735166,5,66.0,56,59.0,55,68.0,60,54.0,49,68.0,53,3
N08735166,5,80.0,56,72.0,55,79.0,60,63.0,49,60.0,53,4
N08735166,6,81.0,56,71.0,55,76.0,60,60.0,49,57.0,53,4
N08735168,4,67.0,56,52.0,55,60.0,60,44.0,49,47.0,53,3
N08735169,5,67.0,56,55.0,55,60.0,60,61.0,49,59.0,53,3
N08735169,6,84.0,56,60.0,55,65.0,60,49.0,49,34.0,53,4
N08735172,4,29.0,56,40.0,55,51.0,60,53.0,49,65.0,53,3
N08735172,4,26.0,56,50.0,55,58.0,60,57.0,49,39.0,53,3
N08735172,5,80.0,56,73.0,55,79.0,60,54.0,49,73.0,53,4
N08735172,5,87.0,56,78.0,55,83.0,60,54.0,49,74.0,53,4
N08735173,5,52.0,56,47.0,55,40.0,60,56.0,49,61.0,53,3
N08735173,6,18.0,56,35.0,55,38.0,60,52.0,49,29.0,53,2
N08735173,6,20.0,56,36.0,55,47.0,60,45.0,49,27.0,53,2
N08735173,6,20.0,56,32.0,55,47.0,60,59.0,49,24.0,53,2
N08735173,7,32.0,56,54.0,55,63.0,60,50.0,49,49.0,53,3
N08735173,8,85.0,56,75.0,55,89.0,60,63.0,49,64.0,53,4
N08735174,2,40.0,56,23.0,55,26.0,60,33.0,49,39.0,53,2
N08735174,4,62.0,56,67.0,55,65.0,60,51.0,49,67.0,53,3
N08735174,4,71.0,56,76.0,55,78.0,60,66.0,49,73.0,53,4
N08735174,4,74.0,56,81.0,55,82.0,60,58.0,49,75.0,53,4
N08743392,4,68.0,56,57.0,55,68.0,60,54.0,49,58.0,53,3
N08743396,5,67.0,56,54.0,55,63.0,60,57.0,49,60.0,53,3
N08743396,5,76.0,56,67.0,55,74.0,60,57.0,49,53.0,53,4
N08743397,3,55.0,56,60.0,55,59.0,60,55.0,49,62.0,53,3
N08743397,3,71.0,56,64.0,55,74.0,60,47.0,49,60.0,53,4
N08743397,3,28.0,56,49.0,55,62.0,60,47.0,49,61.0,53,3
N08743397,4,80.0,56,70.0,55,87.0,60,30.0,49,69.0,53,4
N08743397,4,80.0,56,70.0,55,87.0,60,30.0,49,69.0,53,4
N08743397,4,80.0,56,71.0,55,88.0,60,47.0,49,69.0,53,4
N08743397,5,93.0,56,84.0,55,95.0,60,55.0,49,77.0,53,5
N08743397,5,93.0,56,83.0,55,96.0,60,63.0,49,77.0,53,5
N08743397,5,93.0,56,86.0,55,96.0,60,55.0,49,76.0,53,5
N08743398,2,16.0,56,34.0,55,32.0,60,59.0,49,36.0,53,2
N08743400,4,59.0,56,43.0,55,47.0,60,57.0,49,50.0,53,3
N08743401,2,43.0,56,17.0,55,20.0,60,50.0,49,48.0,53,2
N08743401,2,56.0,56,32.0,55,38.0,60,43.0,49,53.0,53,3
N08743401,4,69.0,56,63.0,55,61.0,60,58.0,49,76.0,53,4
N08743401,4,69.0,56,63.0,55,61.0,60,57.0,49,76.0,53,4
N08743401,4,74.0,56,74.0,55,72.0,60,55.0,49,75.0,53,4
N08743401,4,82.0,56,81.0,55,79.0,60,59.0,49,74.0,53,4
N08743401,4,83.0,56,81.0,55,81.0,60,63.0,49,70.0,53,4
N08743402,3,69.0,56,60.0,55,59.0,60,62.0,49,62.0,53,3
N08743402,4,32.0,56,50.0,55,57.0,60,61.0,49,50.0,53,3
N08743402,5,70.0,56,64.0,55,72.0,60,61.0,49,71.0,53,4
N08743403,2,18.0,56,23.0,55,24.0,60,27.0,49,34.0,53,2
N08743403,4,18.0,56,46.0,55,58.0,60,63.0,49,19.0,53,3
N08743403,5,79.0,56,66.0,55,72.0,60,56.0,49,68.0,53,4
N08743404,3,44.0,56,43.0,55,47.0,60,38.0,49,58.0,53,3
N08743404,3,55.0,56,58.0,55,64.0,60,54.0,49,66.0,53,3
N08743404,3,60.0,56,67.0,55,72.0,60,47.0,49,71.0,53,4
N08743406,4,53.0,56,51.0,55,54.0,60,54.0,49,58.0,53,3
N08743627,2,40.0,56,19.0,55,24.0,60,42.0,49,36.0,53,2
N08749038,4,61.0,56,49.0,55,41.0,60,59.0,49,62.0,53,3
N09756721,4,66.0,56,55.0,55,56.0,60,57.0,49,46.0,53,3
N09756721,4,77.0,56,69.0,55,74.0,60,50.0,49,53.0,53,4
N09756721,4,85.0,56,75.0,55,81.0,60,49.0,49,55.0,53,4
N09762659,4,58.0,56,48.0,55,47.0,60,56.0,49,65.0,53,3
N09762659,4,69.0,56,66.0,55,66.0,60,58.0,49,53.0,53,3
N09762659,4,75.0,56,73.0,55,74.0,60,54.0,49,54.0,53,4
N09762662,4,25.0,56,45.0,55,52.0,60,60.0,49,48.0,53,3
N09762662,4,91.0,56,67.0,55,81.0,60,49.0,49,30.0,53,5
N09762663,2,59.0,56,40.0,55,37.0,60,45.0,49,37.0,53,3
N09762665,3,55.0,56,52.0,55,58.0,60,39.0,49,47.0,53,3
N09762665,3,56.0,56,52.0,55,58.0,60,42.0,49,47.0,53,3
N09762666,5,61.0,56,53.0,55,60.0,60,55.0,49,61.0,53,3
N09762668,5,24.0,56,35.0,55,31.0,60,56.0,49,53.0,53,3
N09762668,5,28.0,56,41.0,55,33.0,60,56.0,49,55.0,53,3
N09762670,5,66.0,56,53.0,55,63.0,60,56.0,49,62.0,53,3
N09767726,4,30.0,56,47.0,55,57.0,60,51.0,49,47.0,53,3
N09767726,4,29.0,56,51.0,55,59.0,60,59.0,49,35.0,53,3
N09767726,5,33.0,56,48.0,55,68.0,60,53.0,49,32.0,53,3
N09767727,1,9.0,56,19.0,55,14.0,60,41.0,49,11.0,53,1
N09767727,4,60.0,56,63.0,55,77.0,60,60.0,49,68.0,53,4
N09767729,2,35.0,56,25.0,55,23.0,60,49.0,49,55.0,53,3
N09767729,3,65.0,56,67.0,55,77.0,60,44.0,49,64.0,53,4
N09767730,5,77.0,56,60.0,55,72.0,60,54.0,49,31.0,53,4
N09767731,5,74.0,56,64.0,55,70.0,60,64.0,49,58.0,53,4
N09767731,5,79.0,56,72.0,55,77.0,60,47.0,49,58.0,53,4
N09767733,2,43.0,56,17.0,55,19.0,60,47.0,49,39.0,53,2
N09767733,2,43.0,56,17.0,55,19.0,60,47.0,49,38.0,53,2
N09767733,2,43.0,56,17.0,55,19.0,60,47.0,49,38.0,53,2
N09767735,3,62.0,56,63.0,55,66.0,60,53.0,49,65.0,53,3
N09767735,4,63.0,56,59.0,55,73.0,60,46.0,49,53.0,53,4
N09767737,4,60.0,56,51.0,55,56.0,60,60.0,49,61.0,53,3
N09767737,4,69.0,56,62.0,55,67.0,60,45.0,49,62.0,53,3
N09767737,4,76.0,56,76.0,55,75.0,60,48.0,49,63.0,53,4
N09767738,5,56.0,56,50.0,55,51.0,60,59.0,49,59.0,53,3
N09771099,6,67.0,56,61.0,55,66.0,60,62.0,49,58.0,53,3
N09771100,2,18.0,56,21.0,55,24.0,60,46.0,49,34.0,53,2
N09771102,3,39.0,56,29.0,55,34.0,60,34.0,49,42.0,53,2
N09771102,3,47.0,56,48.0,55,54.0,60,42.0,49,51.0,53,3
N09771102,3,63.0,56,63.0,55,67.0,60,42.0,49,60.0,53,3
N09771102,4,73.0,56,52.0,55,54.0,60,62.0,49,58.0,53,4
N09771104,4,42.0,56,43.0,55,35.0,60,48.0,49,51.0,53,3
N09771104,5,30.0,56,45.0,55,59.0,60,58.0,49,62.0,53,3
N09771108,5,29.0,56,47.0,55,52.0,60,43.0,49,44.0,53,3
N09771108,6,68.0,56,61.0,55,66.0,60,63.0,49,55.0,53,3
N09771108,6,86.0,56,69.0,55,76.0,60,33.0,49,24.0,53,4
N09771110,1,55.0,56,35.0,55,23.0,60,50.0,49,19.0,53,3
N09774135,2,18.0,56,38.0,55,32.0,60,60.0,49,44.0,53,2
N09774137,4,64.0,56,55.0,55,60.0,60,55.0,49,57.0,53,3
N09774137,4,75.0,56,67.0,55,70.0,60,52.0,49,53.0,53,4
N09774137,4,80.0,56,76.0,55,76.0,60,54.0,49,52.0,53,4
N09774139,4,61.0,56,51.0,55,57.0,60,53.0,49,62.0,53,3
N09774139,4,70.0,56,67.0,55,70.0,60,56.0,49,59.0,53,3
N09778117,3,37.0,56,36.0,55,33.0,60,55.0,49,54.0,53,3
N09778117,4,70.0,56,59.0,55,65.0,60,46.0,49,46.0,53,3
N09778117,5,73.0,56,62.0,55,81.0,60,54.0,49,72.0,53,4
N09778117,5,82.0,56,72.0,55,87.0,60,66.0,49,72.0,53,4
N09778117,5,85.0,56,77.0,55,89.0,60,45.0,49,63.0,53,4
N09778117,5,86.0,56,78.0,55,91.0,60,51.0,49,62.0,53,5
N09778118,7,72.0,56,61.0,55,61.0,60,63.0,49,52.0,53,4
N09778118,7,78.0,56,69.0,55,73.0,60,61.0,49,53.0,53,4
N09778120,1,10.0,56,27.0,55,21.0,60,54.0,49,22.0,53,1
N09778120,1,10.0,56,25.0,55,21.0,60,52.0,49,22.0,53,1
N09778120,4,70.0,56,56.0,55,69.0,60,48.0,49,69.0,53,3
N09778120,4,78.0,56,74.0,55,74.0,60,57.0,49,64.0,53,4
N09778122,2,50.0,56,39.0,55,46.0,60,47.0,49,56.0,53,3
N09778123,1,14.0,56,29.0,55,28.0,60,49.0,49,39.0,53,2
N09778123,2,19.0,56,48.0,55,42.0,60,57.0,49,56.0,53,3
N09778123,6,51.0,56,73.0,55,85.0,60,63.0,49,62.0,53,4
N09778123,6,50.0,56,71.0,55,88.0,60,67.0,49,53.0,53,4
N09778124,4,18.0,56,40.0,55,31.0,60,54.0,49,47.0,53,2
N09778127,2,43.0,56,37.0,55,45.0,60,47.0,49,62.0,53,3
N09778127,2,55.0,56,45.0,55,60.0,60,52.0,49,64.0,53,3
N09778127,2,69.0,56,55.0,55,72.0,60,48.0,49,67.0,53,4
N09778133,3,60.0,56,57.0,55,68.0,60,52.0,49,56.0,53,3
N09778134,2,18.0,56,27.0,55,25.0,60,44.0,49,36.0,53,2
N09778134,5,67.0,56,62.0,55,68.0,60,58.0,49,63.0,53,3
N09778134,5,33.0,56,55.0,55,56.0,60,66.0,49,68.0,53,3
N09778134,7,78.0,56,76.0,55,79.0,60,58.0,49,68.0,53,4
N09778135,3,47.0,56,48.0,55,50.0,60,54.0,49,68.0,53,3
N09778135,3,52.0,56,63.0,55,62.0,60,53.0,49,70.0,53,3
N09778136,4,15.0,56,18.0,55,22.0,60,51.0,49,24.0,53,1
N09778137,1,11.0,56,33.0,55,25.0,60,51.0,49,27.0,53,2
N09778137,4,62.0,56,67.0,55,78.0,60,52.0,49,71.0,53,4
N09778137,4,62.0,56,58.0,55,79.0,60,55.0,49,71.0,53,4
N09778137,4,76.0,56,75.0,55,83.0,60,56.0,49,69.0,53,4
N09778137,4,19.0,56,52.0,55,73.0,60,55.0,49,30.0,53,4
N09778137,5,81.0,56,78.0,55,85.0,60,60.0,49,59.0,53,4
N09778137,5,81.0,56,81.0,55,86.0,60,29.0,49,65.0,53,4
N09778137,5,83.0,56,83.0,55,90.0,60,25.0,49,62.0,53,4
N09778137,5,83.0,56,71.0,55,91.0,60,40.0,49,59.0,53,5
N09778137,5,19.0,56,41.0,55,77.0,60,35.0,49,20.0,53,4
N09778137,6,64.0,56,77.0,55,79.0,60,57.0,49,70.0,53,4
N09778137,6,62.0,56,75.0,55,83.0,60,60.0,49,68.0,53,4
N09778137,6,96.0,56,88.0,55,95.0,60,26.0,49,70.0,53,5
N09778137,6,96.0,56,73.0,55,93.0,60,30.0,49,65.0,53,5
N09781144,2,37.0,56,26.0,55,22.0,60,51.0,49,48.0,53,2
N09781144,2,43.0,56,27.0,55,22.0,60,59.0,49,47.0,53,2
N09781144,3,12.0,56,30.0,55,30.0,60,47.0,49,20.0,53,2
N09781144,4,78.0,56,64.0,55,64.0,60,57.0,49,72.0,53,4
N09781144,4,81.0,56,76.0,55,76.0,60,58.0,49,68.0,53,4
N09781144,5,33.0,56,61.0,55,73.0,60,49.0,49,50.0,53,4
N09781144,6,40.0,56,59.0,55,77.0,60,56.0,49,73.0,53,4
N09781144,7,91.0,56,79.0,55,90.0,60,34.0,49,45.0,53,5
N09781145,3,27.0,56,37.0,55,47.0,60,49.0,49,54.0,53,3
N09781145,5,73.0,56,76.0,55,88.0,60,59.0,49,60.0,53,4
N09781145,5,81.0,56,79.0,55,87.0,60,49.0,49,64.0,53,4
N09781145,5,30.0,56,59.0,55,79.0,60,44.0,49,61.0,53,4
N09781145,6,87.0,56,87.0,55,94.0,60,56.0,49,68.0,53,5
N09781147,4,17.0,56,33.0,55,43.0,60,55.0,49,34.0,53,2
N09781147,4,83.0,56,63.0,55,82.0,60,59.0,49,38.0,53,4
N09781147,4,94.0,56,77.0,55,87.0,60,46.0,49,38.0,53,5
N09781148,3,71.0,56,60.0,55,45.0,60,56.0,49,38.0,53,4
N09781149,2,65.0,56,54.0,55,67.0,60,31.0,49,50.0,53,3
N09781149,2,74.0,56,58.0,55,71.0,60,46.0,49,59.0,53,4
N09781149,2,74.0,56,54.0,55,69.0,60,45.0,49,49.0,53,4
N09781149,2,74.0,56,54.0,55,69.0,60,47.0,49,49.0,53,4
N09781150,3,52.0,56,48.0,55,47.0,60,49.0,49,47.0,53,3
N09781150,3,22.0,56,48.0,55,42.0,60,54.0,49,51.0,53,3
N09781150,7,85.0,56,68.0,55,84.0,60,43.0,49,59.0,53,4
N09781151,3,52.0,56,55.0,55,58.0,60,57.0,49,69.0,53,3
N09781151,3,67.0,56,67.0,55,70.0,60,56.0,49,69.0,53,3
N09781151,3,74.0,56,76.0,55,78.0,60,46.0,49,55.0,53,4
N09781151,6,27.0,56,54.0,55,70.0,60,62.0,49,24.0,53,3
N09781151,7,38.0,56,58.0,55,72.0,60,46.0,49,52.0,53,4
N09781153,4,27.0,56,44.0,55,45.0,60,64.0,49,49.0,53,2
N09781153,5,40.0,56,55.0,55,61.0,60,66.0,49,55.0,53,3
N09781154,5,63.0,56,55.0,55,62.0,60,44.0,49,61.0,53,3
N09781155,4,64.0,56,55.0,55,71.0,60,59.0,49,51.0,53,4
N09781155,4,72.0,56,67.0,55,78.0,60,54.0,49,55.0,53,4
N09781155,4,79.0,56,77.0,55,82.0,60,58.0,49,56.0,53,4
N09781155,5,86.0,56,74.0,55,87.0,60,63.0,49,65.0,53,4
N09781155,5,88.0,56,73.0,55,89.0,60,56.0,49,61.0,53,4
N09781156,4,56.0,56,51.0,55,50.0,60,55.0,49,66.0,53,3
N09781156,4,56.0,56,51.0,55,50.0,60,55.0,49,67.0,53,3
N09781156,4,16.0,56,45.0,55,48.0,60,56.0,49,32.0,53,2
N09781158,3,54.0,56,40.0,55,36.0,60,48.0,49,41.0,53,3
N09781158,3,22.0,56,32.0,55,32.0,60,50.0,49,35.0,53,2
N09781158,4,63.0,56,61.0,55,57.0,60,64.0,49,68.0,53,3
N09781158,4,66.0,56,73.0,55,66.0,60,59.0,49,65.0,53,4
N09781158,4,29.0,56,54.0,55,44.0,60,58.0,49,66.0,53,3
N09781158,7,88.0,56,67.0,55,75.0,60,48.0,49,29.0,53,4
N09781158,7,88.0,56,67.0,55,75.0,60,48.0,49,29.0,53,4
N09781160,2,34.0,56,45.0,55,45.0,60,55.0,49,57.0,53,3
N09781160,2,67.0,56,61.0,55,77.0,60,61.0,49,32.0,53,4
N09781161,2,16.0,56,32.0,55,34.0,60,38.0,49,50.0,53,3
N09781161,3,18.0,56,42.0,55,39.0,60,44.0,49,41.0,53,2
N09781161,5,87.0,56,65.0,55,73.0,60,55.0,49,35.0,53,4
N09781162,5,24.0,56,31.0,55,50.0,60,53.0,49,49.0,53,3
N09781162,6,75.0,56,60.0,55,70.0,60,42.0,49,56.0,53,4
N09783740,4,36.0,56,46.0,55,39.0,60,52.0,49,56.0,53,3
N09783740,5,54.0,56,57.0,55,57.0,60,60.0,49,62.0,53,3
N09783740,5,63.0,56,75.0,55,66.0,60,60.0,49,70.0,53,4
N09783740,5,75.0,56,81.0,55,77.0,60,53.0,49,71.0,53,4
N09783740,5,78.0,56,83.0,55,80.0,60,47.0,49,71.0,53,4
N09783740,5,21.0,56,67.0,55,57.0,60,52.0,49,69.0,53,3
N09783741,4,66.0,56,54.0,55,70.0,60,60.0,49,34.0,53,3
N09783745,2,56.0,56,42.0,55,43.0,60,39.0,49,27.0,53,3
N09783746,2,35.0,56,26.0,55,27.0,60,51.0,49,55.0,53,3
N09783746,2,41.0,56,26.0,55,27.0,60,59.0,49,58.0,53,3
N09783746,4,59.0,56,59.0,55,66.0,60,46.0,49,64.0,53,3
N09783746,4,68.0,56,71.0,55,74.0,60,48.0,49,72.0,53,4
N09783747,2,40.0,56,27.0,55,22.0,60,51.0,49,45.0,53,2
N09783748,4,63.0,56,55.0,55,61.0,60,59.0,49,56.0,53,3
N09783748,5,40.0,56,54.0,55,63.0,60,51.0,49,22.0,53,3
N09783749,5,56.0,56,54.0,55,52.0,60,54.0,49,60.0,53,3
N09783750,2,40.0,56,31.0,55,32.0,60,42.0,49,41.0,53,2
N09783751,5,66.0,56,55.0,55,69.0,60,50.0,49,62.0,53,3
N09783751,6,73.0,56,66.0,55,71.0,60,55.0,49,61.0,53,4
N09783751,6,80.0,56,77.0,55,79.0,60,61.0,49,64.0,53,4
N09786290,5,26.0,56,45.0,55,65.0,60,62.0,49,61.0,53,3
N09786290,6,78.0,56,66.0,55,82.0,60,44.0,49,65.0,53,4
N09786292,6,78.0,56,69.0,55,75.0,60,57.0,49,62.0,53,4
N09786294,5,63.0,56,53.0,55,57.0,60,48.0,49,61.0,53,3
N09786295,3,56.0,56,57.0,55,72.0,60,56.0,49,57.0,53,4
N09786295,4,61.0,56,67.0,55,78.0,60,62.0,49,62.0,53,4
N09791473,4,44.0,56,50.0,55,47.0,60,63.0,49,57.0,53,3
N09791474,2,45.0,56,40.0,55,49.0,60,50.0,49,60.0,53,3
N09791474,2,66.0,56,59.0,55,73.0,60,38.0,49,54.0,53,4
N09791474,2,25.0,56,51.0,55,71.0,60,36.0,49,45.0,53,4
N09791474,5,92.0,56,80.0,55,91.0,60,52.0,49,67.0,53,5
N09791474,5,63.0,56,69.0,55,87.0,60,48.0,49,66.0,53,4
N09791474,5,93.0,56,87.0,55,95.0,60,41.0,49,56.0,53,5
N10798567,4,44.0,56,46.0,55,40.0,60,57.0,49,59.0,53,3
N10798567,4,67.0,56,65.0,55,64.0,60,60.0,49,52.0,53,3
N10805714,4,47.0,56,48.0,55,45.0,60,57.0,49,61.0,53,3
N10805714,4,56.0,56,64.0,55,63.0,60,64.0,49,62.0,53,3
N10805714,4,19.0,56,61.0,55,51.0,60,59.0,49,53.0,53,3
N10805714,4,19.0,56,59.0,55,60.0,60,55.0,49,58.0,53,3
N10805714,4,18.0,56,61.0,55,60.0,60,54.0,49,56.0,53,3
N10805714,4,15.0,56,59.0,55,67.0,60,55.0,49,51.0,53,3
N10805714,5,80.0,56,71.0,55,79.0,60,59.0,49,73.0,53,4
N10805714,5,82.0,56,78.0,55,84.0,60,41.0,49,71.0,53,4
N10805714,5,87.0,56,79.0,55,84.0,60,49.0,49,66.0,53,4
N10805714,5,90.0,56,82.0,55,90.0,60,38.0,49,54.0,53,4
N10805714,5,91.0,56,81.0,55,93.0,60,40.0,49,47.0,53,5
N10805715,3,33.0,56,46.0,55,40.0,60,59.0,49,57.0,53,3
N10805718,3,52.0,56,48.0,55,44.0,60,55.0,49,60.0,53,3
N10805718,3,18.0,56,53.0,55,44.0,60,50.0,49,60.0,53,3
N10805718,4,85.0,56,63.0,55,83.0,60,55.0,49,30.0,53,4
N10805718,4,24.0,56,57.0,55,60.0,60,37.0,49,58.0,53,3
N10805719,5,60.0,56,45.0,55,43.0,60,64.0,49,57.0,53,3
N10805719,5,71.0,56,66.0,55,58.0,60,45.0,49,67.0,53,4
N10805720,3,49.0,56,60.0,55,66.0,60,61.0,49,66.0,53,3
N10805720,4,75.0,56,68.0,55,81.0,60,47.0,49,46.0,53,4
N10805722,5,78.0,56,68.0,55,78.0,60,53.0,49,63.0,53,4
N10805722,6,72.0,56,61.0,55,80.0,60,63.0,49,64.0,53,4
N10805722,6,72.0,56,61.0,55,80.0,60,63.0,49,65.0,53,4
N10805723,2,58.0,56,52.0,55,55.0,60,55.0,49,60.0,53,3
N10805723,2,62.0,56,55.0,55,70.0,60,31.0,49,54.0,53,3
N10805725,2,45.0,56,36.0,55,32.0,60,50.0,49,53.0,53,3
N10805725,3,10.0,56,21.0,55,26.0,60,29.0,49,21.0,53,1
N10805725,7,85.0,56,70.0,55,82.0,60,32.0,49,57.0,53,4
N10805726,6,59.0,56,53.0,55,60.0,60,55.0,49,63.0,53,3
N10805726,6,60.0,56,53.0,55,60.0,60,59.0,49,63.0,53,3
N10805728,1,44.0,56,44.0,55,27.0,60,49.0,49,38.0,53,2
N10805733,4,21.0,56,44.0,55,47.0,60,54.0,49,27.0,53,2
N10805734,4,65.0,56,54.0,55,62.0,60,59.0,49,42.0,53,3
N10808659,4,54.0,56,41.0,55,49.0,60,45.0,49,54.0,53,3
N10808659,4,71.0,56,61.0,55,70.0,60,50.0,49,34.0,53,4
N10808660,1,57.0,56,34.0,55,36.0,60,47.0,49,28.0,53,3
N10808661,3,23.0,56,40.0,55,33.0,60,63.0,49,52.0,53,3
N10808661,3,27.0,56,48.0,55,44.0,60,55.0,49,55.0,53,3
N10812722,1,15.0,56,24.0,55,19.0,60,57.0,49,34.0,53,2
N10812722,1,55.0,56,44.0,55,34.0,60,40.0,49,44.0,53,3
N10812722,2,63.0,56,55.0,55,64.0,60,50.0,49,67.0,53,3
N10812722,2,67.0,56,63.0,55,71.0,60,48.0,49,72.0,53,4
N10812722,3,65.0,56,70.0,55,71.0,60,58.0,49,69.0,53,4
N10812722,3,25.0,56,59.0,55,59.0,60,51.0,49,67.0,53,3
N10812722,4,74.0,56,74.0,55,81.0,60,57.0,49,75.0,53,4
N10812722,4,76.0,56,78.0,55,85.0,60,58.0,49,75.0,53,4
N10812722,4,76.0,56,78.0,55,85.0,60,58.0,49,75.0,53,4
N10812722,4,76.0,56,75.0,55,82.0,60,62.0,49,76.0,53,4
N10812722,4,84.0,56,79.0,55,87.0,60,42.0,49,73.0,53,4
N10812722,4,87.0,56,74.0,55,88.0,60,53.0,49,68.0,53,4
N10812722,4,87.0,56,82.0,55,91.0,60,47.0,49,64.0,53,5
