CowID,Lact,DIM,Cow Sold,Herd Sold,Cow Shortloss,Herd Shortloss,Cow Longloss,Herd Longloss,Cow Failure,Herd Failure,Cow Recurred,Herd Recurred,Cow Quality
N08750667,2,206,14.0,45,44.0,50,44.0,53,56.0,57,45.0,50,2
N08750667,3,159,26.0,45,48.0,50,56.0,53,63.0,57,63.0,50,3
N08750667,6,133,60.0,45,65.0,50,86.0,53,31.0,57,54.0,50,4
N08750668,2,4,30.0,45,31.0,50,23.0,53,62.0,57,52.0,50,3
N08750675,7,10,64.0,45,58.0,50,62.0,53,62.0,57,48.0,50,3
N08750677,4,126,24.0,45,38.0,50,34.0,53,69.0,57,49.0,50,2
N08750677,5,54,65.0,45,59.0,50,58.0,53,49.0,57,56.0,50,3
N08750681,4,2,45.0,45,40.0,50,38.0,53,36.0,57,43.0,50,2
N08750681,5,258,78.0,45,64.0,50,68.0,53,60.0,57,39.0,50,4
N08750682,4,88,18.0,45,27.0,50,28.0,53,58.0,57,46.0,50,2
N08750682,5,206,18.0,45,35.0,50,36.0,53,70.0,57,34.0,50,2
N08753841,4,7,54.0,45,57.0,50,56.0,53,63.0,57,60.0,50,3
N08753841,4,82,64.0,45,69.0,50,72.0,53,59.0,57,60.0,50,4
N08753845,3,220,13.0,45,27.0,50,26.0,53,66.0,57,30.0,50,2
N08753845,3,222,13.0,45,27.0,50,26.0,53,66.0,57,29.0,50,1
N08753849,5,34,61.0,45,58.0,50,62.0,53,64.0,57,56.0,50,3
N08753849,5,172,75.0,45,63.0,50,62.0,53,58.0,57,48.0,50,4
N08753850,2,152,17.0,45,42.0,50,44.0,53,53.0,57,45.0,50,2
N08753850,2,201,20.0,45,55.0,50,51.0,53,63.0,57,56.0,50,3
N08753850,2,205,18.0,45,55.0,50,51.0,53,64.0,57,55.0,50,3
N08753858,4,24,46.0,45,47.0,50,42.0,53,61.0,57,62.0,50,3
N08753861,2,273,19.0,45,40.0,50,36.0,53,57.0,57,38.0,50,2
N08753861,2,317,19.0,45,47.0,50,43.0,53,56.0,57,35.0,50,2
N08753861,3,9,62.0,45,68.0,50,84.0,53,58.0,57,77.0,50,4
N08753861,4,4,86.0,45,73.0,50,87.0,53,59.0,57,67.0,50,4
N08753861,4,36,89.0,45,80.0,50,89.0,53,54.0,57,70.0,50,4
N09756802,2,3,25.0,45,31.0,50,29.0,53,65.0,57,53.0,50,3
N09756802,3,8,39.0,45,47.0,50,46.0,53,64.0,57,56.0,50,3
N09756807,8,275,17.0,45,32.0,50,70.0,53,63.0,57,22.0,50,3
N09756807,8,277,17.0,45,32.0,50,70.0,53,63.0,57,22.0,50,3
N09756807,9,122,36.0,45,58.0,50,74.0,53,46.0,57,44.0,50,4
N09756807,9,241,27.0,45,55.0,50,85.0,53,72.0,57,23.0,50,4
N09756807,9,247,27.0,45,52.0,50,85.0,53,70.0,57,23.0,50,4
N09756807,10,6,90.0,45,73.0,50,94.0,53,58.0,57,55.0,50,5
N09756808,4,6,44.0,45,45.0,50,35.0,53,48.0,57,46.0,50,2
N09756809,3,35,48.0,45,49.0,50,49.0,53,63.0,57,58.0,50,3
N09756810,3,338,55.0,45,48.0,50,32.0,53,61.0,57,34.0,50,3
N09761485,4,172,20.0,45,41.0,50,48.0,53,59.0,57,37.0,50,2
N09761485,5,71,79.0,45,72.0,50,80.0,53,63.0,57,66.0,50,4
N09761488,2,5,29.0,45,43.0,50,42.0,53,65.0,57,55.0,50,3
N09761488,2,19,43.0,45,60.0,50,57.0,53,63.0,57,64.0,50,3
N09761488,2,30,46.0,45,59.0,50,63.0,53,61.0,57,69.0,50,3
N09761488,2,40,49.0,45,62.0,50,69.0,53,60.0,57,71.0,50,4
N09761488,2,45,49.0,45,62.0,50,69.0,53,58.0,57,71.0,50,4
N09761488,3,127,20.0,45,58.0,50,68.0,53,64.0,57,58.0,50,3
N09761488,4,28,73.0,45,75.0,50,86.0,53,62.0,57,72.0,50,4
N09761488,4,186,32.0,45,58.0,50,69.0,53,65.0,57,56.0,50,3
N09761490,1,260,9.0,45,19.0,50,16.0,53,56.0,57,17.0,50,1
N09761490,1,262,9.0,45,19.0,50,16.0,53,55.0,57,17.0,50,1
N09761490,3,152,58.0,45,49.0,50,50.0,53,64.0,57,56.0,50,3
N09761490,3,166,21.0,45,38.0,50,39.0,53,56.0,57,65.0,50,3
N09761491,3,34,41.0,45,34.0,50,32.0,53,61.0,57,56.0,50,3
N09761491,4,269,15.0,45,26.0,50,29.0,53,66.0,57,22.0,50,1
N09761494,2,77,36.0,45,21.0,50,20.0,53,64.0,57,45.0,50,2
N09761494,2,369,19.0,45,30.0,50,29.0,53,62.0,57,41.0,50,2
N09761494,2,374,19.0,45,34.0,50,29.0,53,60.0,57,40.0,50,2
N09761496,2,4,38.0,45,39.0,50,35.0,53,51.0,57,39.0,50,2
N09761496,2,5,39.0,45,39.0,50,35.0,53,52.0,57,39.0,50,2
N09761499,1,139,25.0,45,31.0,50,36.0,53,60.0,57,51.0,50,3
N09761499,3,3,47.0,45,58.0,50,58.0,53,66.0,57,58.0,50,3
N09761499,3,35,57.0,45,70.0,50,71.0,53,53.0,57,75.0,50,4
N09761502,2,187,50.0,45,44.0,50,40.0,53,56.0,57,51.0,50,3
N09761502,2,234,62.0,45,61.0,50,56.0,53,64.0,57,53.0,50,3
N09761502,2,246,62.0,45,61.0,50,56.0,53,57.0,57,56.0,50,3
N09765721,3,266,14.0,45,36.0,50,35.0,53,56.0,57,22.0,50,2
N09765721,4,6,50.0,45,58.0,50,65.0,53,57.0,57,56.0,50,3
N09770086,2,315,13.0,45,34.0,50,35.0,53,64.0,57,20.0,50,2
N09770086,3,20,46.0,45,54.0,50,53.0,53,64.0,57,65.0,50,3
N09770086,3,51,52.0,45,66.0,50,67.0,53,57.0,57,71.0,50,4
N09770086,3,361,14.0,45,41.0,50,60.0,53,52.0,57,18.0,50,3
N09770088,5,3,79.0,45,76.0,50,86.0,53,56.0,57,42.0,50,4
N09770089,2,12,52.0,45,46.0,50,40.0,53,62.0,57,60.0,50,3
N09770090,2,6,36.0,45,37.0,50,29.0,53,54.0,57,53.0,50,3
N09770090,2,375,11.0,45,22.0,50,34.0,53,35.0,57,8.0,50,2
N09770090,3,6,53.0,45,65.0,50,70.0,53,50.0,57,70.0,50,3
N09770090,5,4,71.0,45,64.0,50,72.0,53,60.0,57,66.0,50,4
N09770091,2,12,39.0,45,43.0,50,44.0,53,42.0,57,49.0,50,2
N09770091,2,132,22.0,45,53.0,50,42.0,53,62.0,57,66.0,50,3
N09770093,2,5,36.0,45,47.0,50,37.0,53,57.0,57,55.0,50,3
N09770093,3,3,43.0,45,53.0,50,48.0,53,56.0,57,58.0,50,3
N09770093,3,12,52.0,45,66.0,50,66.0,53,56.0,57,64.0,50,3
N09770093,7,13,69.0,45,64.0,50,64.0,53,64.0,57,54.0,50,3
N09770094,1,269,39.0,45,24.0,50,13.0,53,54.0,57,34.0,50,2
N09770094,1,292,51.0,45,45.0,50,31.0,53,46.0,57,48.0,50,3
N09770094,1,306,51.0,45,55.0,50,44.0,53,33.0,57,44.0,50,3
N09770094,3,103,26.0,45,46.0,50,45.0,53,60.0,57,69.0,50,3
N09770094,5,76,75.0,45,68.0,50,78.0,53,60.0,57,72.0,50,4
N09770094,5,171,83.0,45,72.0,50,79.0,53,33.0,57,58.0,50,4
N09770096,1,142,11.0,45,22.0,50,14.0,53,63.0,57,42.0,50,2
N09770098,1,10,24.0,45,28.0,50,19.0,53,60.0,57,43.0,50,2
N09770099,3,23,43.0,45,40.0,50,36.0,53,64.0,57,58.0,50,3
N09770106,4,4,40.0,45,48.0,50,44.0,53,55.0,57,51.0,50,3
N09770106,4,304,17.0,45,28.0,50,41.0,53,35.0,57,6.0,50,2
N09770106,5,2,75.0,45,73.0,50,74.0,53,56.0,57,65.0,50,4
N09770107,3,16,43.0,45,39.0,50,37.0,53,54.0,57,60.0,50,3
N09770109,5,182,19.0,45,31.0,50,34.0,53,56.0,57,46.0,50,2
N09770109,7,98,78.0,45,65.0,50,72.0,53,47.0,57,46.0,50,4
N09770110,2,410,11.0,45,33.0,50,36.0,53,58.0,57,15.0,50,2
N09774008,3,252,13.0,45,23.0,50,26.0,53,58.0,57,23.0,50,1
N09774008,3,299,14.0,45,24.0,50,40.0,53,54.0,57,10.0,50,2
N09774008,4,129,21.0,45,47.0,50,40.0,53,65.0,57,55.0,50,3
N09774012,4,338,73.0,45,51.0,50,63.0,53,51.0,57,34.0,50,4
N09774013,2,20,44.0,45,59.0,50,64.0,53,57.0,57,64.0,50,3
N09774013,2,311,13.0,45,51.0,50,57.0,53,53.0,57,35.0,50,3
N09774023,4,226,21.0,45,22.0,50,23.0,53,54.0,57,38.0,50,2
N09774024,2,213,12.0,45,39.0,50,44.0,53,61.0,57,38.0,50,2
N09774024,3,5,63.0,45,67.0,50,76.0,53,61.0,57,57.0,50,4
N09774025,2,4,39.0,45,38.0,50,32.0,53,53.0,57,42.0,50,2
N09774025,2,199,22.0,45,46.0,50,38.0,53,61.0,57,55.0,50,3
N09774025,3,20,59.0,45,67.0,50,69.0,53,59.0,57,76.0,50,4
N09774025,3,156,75.0,45,74.0,50,79.0,53,57.0,57,67.0,50,4
N09774029,3,4,65.0,45,72.0,50,65.0,53,63.0,57,73.0,50,4
N09774029,3,5,65.0,45,72.0,50,65.0,53,58.0,57,74.0,50,4
N09774029,3,108,78.0,45,76.0,50,69.0,53,52.0,57,71.0,50,4
N09774029,3,122,33.0,45,63.0,50,53.0,53,52.0,57,69.0,50,3
N09780193,3,32,47.0,45,47.0,50,51.0,53,44.0,57,57.0,50,3
N09780193,4,23,57.0,45,59.0,50,70.0,53,57.0,57,65.0,50,3
N09780193,4,68,65.0,45,72.0,50,74.0,53,53.0,57,72.0,50,4
N09780193,4,77,69.0,45,79.0,50,79.0,53,57.0,57,75.0,50,4
N09780195,1,156,12.0,45,32.0,50,22.0,53,41.0,57,38.0,50,2
N09780195,1,280,11.0,45,24.0,50,32.0,53,43.0,57,24.0,50,2
N09780195,1,294,15.0,45,22.0,50,38.0,53,39.0,57,27.0,50,2
N09780195,1,308,14.0,45,27.0,50,42.0,53,53.0,57,28.0,50,2
N09780195,1,330,15.0,45,23.0,50,49.0,53,45.0,57,18.0,50,2
N09780196,5,247,18.0,45,19.0,50,43.0,53,44.0,57,22.0,50,2
N09780198,2,6,40.0,45,37.0,50,44.0,53,56.0,57,56.0,50,3
N09780199,2,165,17.0,45,26.0,50,23.0,53,64.0,57,47.0,50,2
N09780199,7,241,30.0,45,47.0,50,71.0,53,70.0,57,18.0,50,4
N09780200,4,81,58.0,45,56.0,50,56.0,53,59.0,57,60.0,50,3
N09780200,4,92,70.0,45,69.0,50,71.0,53,61.0,57,64.0,50,4
N09780200,4,279,22.0,45,40.0,50,53.0,53,64.0,57,30.0,50,3
N09780200,5,24,76.0,45,70.0,50,85.0,53,60.0,57,72.0,50,4
N09780201,2,14,56.0,45,61.0,50,56.0,53,70.0,57,63.0,50,3
N09780201,2,26,56.0,45,44.0,50,50.0,53,65.0,57,57.0,50,3
N09780201,2,33,56.0,45,44.0,50,50.0,53,63.0,57,57.0,50,3
N09780201,2,92,63.0,45,69.0,50,75.0,53,60.0,57,62.0,50,4
N09780201,2,94,63.0,45,69.0,50,75.0,53,57.0,57,64.0,50,4
N09780202,3,117,61.0,45,55.0,50,54.0,53,47.0,57,52.0,50,3
N09780202,3,122,61.0,45,55.0,50,54.0,53,54.0,57,51.0,50,3
N09780204,2,4,38.0,45,51.0,50,46.0,53,66.0,57,58.0,50,3
N09780204,2,44,47.0,45,64.0,50,58.0,53,64.0,57,70.0,50,3
N09780204,2,157,65.0,45,77.0,50,74.0,53,59.0,57,67.0,50,4
N09780210,2,179,46.0,45,43.0,50,32.0,53,60.0,57,46.0,50,2
N09780215,2,18,37.0,45,44.0,50,33.0,53,66.0,57,62.0,50,3
N09780215,2,20,37.0,45,44.0,50,33.0,53,66.0,57,65.0,50,3
N09780215,4,344,14.0,45,25.0,50,41.0,53,48.0,57,16.0,50,2
N09780217,2,100,20.0,45,47.0,50,47.0,53,60.0,57,59.0,50,3
N09780217,2,128,20.0,45,56.0,50,52.0,53,56.0,57,69.0,50,3
N09780217,2,150,17.0,45,60.0,50,58.0,53,60.0,57,61.0,50,3
N09780220,2,72,44.0,45,38.0,50,24.0,53,46.0,57,44.0,50,2
N09780220,8,285,24.0,45,30.0,50,39.0,53,55.0,57,8.0,50,2
N09780221,4,334,22.0,45,33.0,50,40.0,53,52.0,57,20.0,50,2
N09780224,1,23,54.0,45,54.0,50,50.0,53,57.0,57,50.0,50,3
N09780227,2,131,53.0,45,49.0,50,38.0,53,62.0,57,59.0,50,3
N09780227,3,17,55.0,45,61.0,50,67.0,53,61.0,57,74.0,50,4
N09780227,3,19,55.0,45,61.0,50,67.0,53,61.0,57,74.0,50,4
N09780227,3,122,26.0,45,59.0,50,58.0,53,59.0,57,67.0,50,3
N09780229,2,125,51.0,45,47.0,50,46.0,53,67.0,57,55.0,50,3
N09780229,2,152,23.0,45,51.0,50,40.0,53,46.0,57,53.0,50,3
N09785812,4,219,19.0,45,34.0,50,31.0,53,52.0,57,41.0,50,2
N09785812,4,261,21.0,45,45.0,50,36.0,53,55.0,57,38.0,50,2
N09785812,5,2,65.0,45,61.0,50,61.0,53,62.0,57,69.0,50,3
N09785812,5,73,73.0,45,74.0,50,77.0,53,54.0,57,73.0,50,4
N09785812,5,149,25.0,45,59.0,50,65.0,53,39.0,57,57.0,50,3
N09785812,5,210,23.0,45,60.0,50,68.0,53,68.0,57,45.0,50,3
N09785812,5,240,21.0,45,55.0,50,68.0,53,54.0,57,46.0,50,3
N09785812,6,3,83.0,45,78.0,50,90.0,53,66.0,57,71.0,50,4
N09785812,6,28,89.0,45,82.0,50,93.0,53,65.0,57,74.0,50,5
N09785812,6,40,90.0,45,84.0,50,94.0,53,56.0,57,74.0,50,5
N09788516,4,4,62.0,45,62.0,50,63.0,53,60.0,57,56.0,50,3
N09791338,2,409,54.0,45,37.0,50,61.0,53,52.0,57,30.0,50,3
N09791343,6,122,72.0,45,59.0,50,64.0,53,43.0,57,43.0,50,4
N09791343,6,133,80.0,45,73.0,50,75.0,53,55.0,57,54.0,50,4
N09791344,3,520,13.0,45,20.0,50,35.0,53,36.0,57,4.0,50,2
N09791349,4,84,58.0,45,48.0,50,40.0,53,47.0,57,48.0,50,3
N09791350,1,23,23.0,45,24.0,50,14.0,53,52.0,57,38.0,50,2
N09791350,1,32,29.0,45,40.0,50,26.0,53,59.0,57,38.0,50,2
N09791350,1,68,37.0,45,56.0,50,50.0,53,38.0,57,60.0,50,3
N09791350,1,96,57.0,45,64.0,50,66.0,53,51.0,57,60.0,50,3
N09791350,1,115,58.0,45,67.0,50,68.0,53,49.0,57,60.0,50,3
N09791350,1,132,60.0,45,74.0,50,72.0,53,62.0,57,68.0,50,4
N09791351,2,197,47.0,45,35.0,50,28.0,53,65.0,57,45.0,50,2
N09791351,6,90,75.0,45,62.0,50,71.0,53,48.0,57,55.0,50,4
N09791352,1,16,61.0,45,47.0,50,44.0,53,50.0,57,38.0,50,3
N10796891,5,107,63.0,45,54.0,50,66.0,53,64.0,57,54.0,50,3
N10796891,5,226,22.0,45,53.0,50,56.0,53,63.0,57,51.0,50,3
N10796895,1,176,16.0,45,35.0,50,29.0,53,55.0,57,36.0,50,2
N10796895,1,193,19.0,45,42.0,50,40.0,53,48.0,57,41.0,50,2
N10796898,4,149,52.0,45,48.0,50,47.0,53,61.0,57,50.0,50,3
N10796899,1,0,63.0,45,54.0,50,58.0,53,45.0,57,30.0,50,3
N10796899,1,15,63.0,45,54.0,50,58.0,53,42.0,57,34.0,50,3
N10796903,4,99,28.0,45,43.0,50,52.0,53,61.0,57,54.0,50,3
N10796905,5,200,19.0,45,39.0,50,48.0,53,67.0,57,40.0,50,2
N10796905,5,212,21.0,45,44.0,50,46.0,53,49.0,57,35.0,50,2
N10796905,6,250,25.0,45,48.0,50,66.0,53,70.0,57,23.0,50,3
N10796905,6,254,25.0,45,48.0,50,66.0,53,72.0,57,24.0,50,3
N10796905,6,257,25.0,45,48.0,50,66.0,53,72.0,57,24.0,50,3
N10796905,8,208,30.0,45,49.0,50,67.0,53,51.0,57,34.0,50,3
N10796905,8,266,28.0,45,51.0,50,68.0,53,70.0,57,16.0,50,3
N10800388,4,142,64.0,45,57.0,50,66.0,53,58.0,57,58.0,50,3
N10800388,4,174,73.0,45,70.0,50,77.0,53,63.0,57,50.0,50,4
N10800388,4,185,79.0,45,79.0,50,81.0,53,59.0,57,50.0,50,4
N10800389,2,2,30.0,45,25.0,50,27.0,53,55.0,57,39.0,50,2
N10800389,4,34,60.0,45,62.0,50,59.0,53,58.0,57,60.0,50,3
N10800389,5,37,71.0,45,65.0,50,86.0,53,66.0,57,63.0,50,4
N10800393,5,2,60.0,45,57.0,50,62.0,53,58.0,57,50.0,50,3
N10800393,5,6,60.0,45,57.0,50,62.0,53,62.0,57,53.0,50,3
N10800393,6,13,64.0,45,55.0,50,61.0,53,55.0,57,60.0,50,3
N10800393,6,26,71.0,45,67.0,50,70.0,53,54.0,57,66.0,50,4
N10800395,3,136,18.0,45,39.0,50,35.0,53,63.0,57,50.0,50,3
N10800395,4,89,69.0,45,59.0,50,75.0,53,56.0,57,59.0,50,4
N10800400,5,172,63.0,45,48.0,50,52.0,53,64.0,57,50.0,50,3
N10800400,8,60,72.0,45,60.0,50,70.0,53,60.0,57,63.0,50,4
N10800400,8,228,36.0,45,60.0,50,73.0,53,67.0,57,35.0,50,4
N10800400,8,264,34.0,45,61.0,50,82.0,53,52.0,57,36.0,50,4
N10800402,2,208,12.0,45,42.0,50,46.0,53,57.0,57,40.0,50,2
N10800402,3,20,56.0,45,54.0,50,64.0,53,28.0,57,55.0,50,3
N10800402,4,91,34.0,45,55.0,50,69.0,53,62.0,57,61.0,50,3
N10800402,5,82,56.0,45,71.0,50,71.0,53,34.0,57,65.0,50,4
N10800402,5,92,55.0,45,68.0,50,66.0,53,35.0,57,60.0,50,3
N10803948,7,257,16.0,45,35.0,50,70.0,53,70.0,57,24.0,50,3
N10803948,7,299,17.0,45,31.0,50,72.0,53,67.0,57,7.0,50,4
N10803948,8,57,78.0,45,69.0,50,84.0,53,63.0,57,64.0,50,4
N10803948,8,129,85.0,45,73.0,50,83.0,53,54.0,57,60.0,50,4
N10803949,3,108,58.0,45,55.0,50,53.0,53,58.0,57,49.0,50,3
N10803951,1,13,21.0,45,24.0,50,14.0,53,54.0,57,36.0,50,2
N10803951,3,3,34.0,45,40.0,50,44.0,53,56.0,57,52.0,50,3
N10803951,3,117,19.0,45,40.0,50,42.0,53,56.0,57,63.0,50,3
N10803951,4,260,71.0,45,56.0,50,58.0,53,65.0,57,50.0,50,4
N10803951,4,274,70.0,45,69.0,50,64.0,53,48.0,57,57.0,50,3
N10803952,2,126,48.0,45,38.0,50,38.0,53,61.0,57,60.0,50,3
N10803959,1,25,28.0,45,29.0,50,21.0,53,39.0,57,36.0,50,2
N10803959,1,65,37.0,45,53.0,50,44.0,53,50.0,57,44.0,50,3
N10803959,1,160,20.0,45,45.0,50,37.0,53,66.0,57,63.0,50,3
N10803959,1,253,20.0,45,41.0,50,54.0,53,56.0,57,48.0,50,3
N10803959,2,158,58.0,45,71.0,50,88.0,53,65.0,57,74.0,50,4
N10803959,2,167,58.0,45,71.0,50,88.0,53,67.0,57,72.0,50,4
N10803959,2,211,22.0,45,57.0,50,80.0,53,44.0,57,76.0,50,4
N10803959,2,422,12.0,45,32.0,50,82.0,53,34.0,57,13.0,50,4
N10803959,3,290,27.0,45,59.0,50,73.0,53,60.0,57,20.0,50,4
N10803959,3,311,27.0,45,44.0,50,78.0,53,54.0,57,8.0,50,4
N10803959,4,52,91.0,45,86.0,50,95.0,53,61.0,57,65.0,50,5
N10803959,4,84,92.0,45,87.0,50,97.0,53,60.0,57,65.0,50,5
N10803960,2,13,46.0,45,38.0,50,36.0,53,33.0,57,42.0,50,2
N10807306,6,8,63.0,45,59.0,50,74.0,53,53.0,57,58.0,50,4
N10807306,6,20,71.0,45,73.0,50,80.0,53,58.0,57,65.0,50,4
N10807306,6,38,76.0,45,82.0,50,86.0,53,47.0,57,71.0,50,4
N10807306,6,71,78.0,45,79.0,50,89.0,53,61.0,57,76.0,50,4
N10807306,6,204,83.0,45,85.0,50,89.0,53,31.0,57,58.0,50,4
N10807314,1,92,41.0,45,43.0,50,27.0,53,66.0,57,49.0,50,2
N10807314,1,116,51.0,45,44.0,50,35.0,53,38.0,57,49.0,50,3
N10807316,1,55,28.0,45,37.0,50,27.0,53,62.0,57,43.0,50,2
N10807316,1,56,28.0,45,37.0,50,27.0,53,63.0,57,45.0,50,2
N10807316,1,58,28.0,45,37.0,50,27.0,53,60.0,57,43.0,50,2
N10807316,1,420,12.0,45,32.0,50,33.0,53,57.0,57,16.0,50,2
N10807317,1,98,35.0,45,29.0,50,18.0,53,62.0,57,43.0,50,2
N10807317,1,135,16.0,45,27.0,50,21.0,53,65.0,57,55.0,50,3
N10807317,1,140,16.0,45,27.0,50,21.0,53,62.0,57,55.0,50,3
N10807324,1,128,14.0,45,38.0,50,27.0,53,62.0,57,50.0,50,3
N10807324,1,153,17.0,45,25.0,50,25.0,53,35.0,57,45.0,50,2
N10807324,2,32,62.0,45,71.0,50,85.0,53,64.0,57,71.0,50,4
N10807325,1,13,63.0,45,50.0,50,57.0,53,66.0,57,38.0,50,3
N10807327,1,277,11.0,45,31.0,50,25.0,53,49.0,57,26.0,50,2
N10807327,4,106,28.0,45,36.0,50,50.0,53,48.0,57,51.0,50,3
N10807327,4,309,81.0,45,72.0,50,90.0,53,63.0,57,58.0,50,4
N10807332,1,327,15.0,45,21.0,50,13.0,53,53.0,57,27.0,50,1
N10807332,1,421,11.0,45,28.0,50,22.0,53,51.0,57,24.0,50,1
N10807332,2,2,43.0,45,51.0,50,51.0,53,56.0,57,61.0,50,3
N10807332,2,5,43.0,45,55.0,50,54.0,53,56.0,57,66.0,50,3
N10807333,5,54,65.0,45,58.0,50,63.0,53,62.0,57,61.0,50,3
N10807333,5,67,72.0,45,68.0,50,68.0,53,64.0,57,65.0,50,4
N10807347,1,167,14.0,45,24.0,50,14.0,53,67.0,57,44.0,50,2
N10807347,1,174,14.0,45,24.0,50,14.0,53,61.0,57,41.0,50,2
N10807347,6,30,66.0,45,57.0,50,61.0,53,61.0,57,60.0,50,3
N10807347,6,94,77.0,45,74.0,50,70.0,53,63.0,57,62.0,50,4
N10807348,1,52,27.0,45,31.0,50,19.0,53,64.0,57,42.0,50,2
N10807348,2,216,16.0,45,31.0,50,29.0,53,65.0,57,31.0,50,2
N10807349,3,4,36.0,45,36.0,50,33.0,53,61.0,57,46.0,50,2
N10807351,1,124,11.0,45,25.0,50,16.0,53,62.0,57,39.0,50,2
N10807351,1,166,13.0,45,32.0,50,24.0,53,62.0,57,47.0,50,2
N10807353,4,266,15.0,45,26.0,50,40.0,53,60.0,57,12.0,50,2
N10807353,5,85,65.0,45,61.0,50,67.0,53,66.0,57,59.0,50,3
N10807353,6,58,71.0,45,63.0,50,66.0,53,57.0,57,68.0,50,4
N10807360,3,123,17.0,45,41.0,50,41.0,53,58.0,57,55.0,50,3
N10807361,2,15,44.0,45,49.0,50,50.0,53,49.0,57,60.0,50,3
N10807362,2,7,37.0,45,44.0,50,35.0,53,58.0,57,52.0,50,3
N10807362,2,8,37.0,45,44.0,50,35.0,53,59.0,57,53.0,50,3
N10807362,2,32,51.0,45,58.0,50,52.0,53,57.0,57,65.0,50,3
N10807362,2,46,57.0,45,71.0,50,65.0,53,56.0,57,71.0,50,4
N10807363,2,5,32.0,45,36.0,50,29.0,53,48.0,57,55.0,50,3
N10807365,2,124,15.0,45,25.0,50,27.0,53,58.0,57,43.0,50,2
N10807365,3,80,48.0,45,49.0,50,52.0,53,62.0,57,58.0,50,3
N10807365,4,256,28.0,45,52.0,50,58.0,53,65.0,57,38.0,50,3
N10807365,5,6,72.0,45,60.0,50,69.0,53,42.0,57,66.0,50,4
N10807365,5,68,76.0,45,75.0,50,78.0,53,50.0,57,66.0,50,4
N10807369,2,15,31.0,45,25.0,50,28.0,53,62.0,57,45.0,50,2
N10807370,1,159,33.0,45,16.0,50,12.0,53,53.0,57,35.0,50,2
N10807370,1,184,15.0,45,24.0,50,17.0,53,57.0,57,44.0,50,2
N10807370,4,5,54.0,45,53.0,50,59.0,53,56.0,57,68.0,50,3
N10807370,4,223,19.0,45,45.0,50,51.0,53,56.0,57,51.0,50,3
N10807370,5,269,16.0,45,25.0,50,47.0,53,44.0,57,7.0,50,2
N10807372,1,94,38.0,45,37.0,50,22.0,53,65.0,57,60.0,50,3
N10807372,1,100,39.0,45,37.0,50,22.0,53,65.0,57,57.0,50,3
N10807373,3,12,43.0,45,38.0,50,37.0,53,61.0,57,51.0,50,3
N10807373,5,6,53.0,45,51.0,50,49.0,53,64.0,57,55.0,50,3
N10811893,2,81,39.0,45,44.0,50,35.0,53,41.0,57,51.0,50,3
N10811893,2,256,62.0,45,65.0,50,66.0,53,60.0,57,57.0,50,3
N10811893,2,281,67.0,45,63.0,50,71.0,53,50.0,57,54.0,50,4
N10811893,2,283,67.0,45,63.0,50,71.0,53,53.0,57,51.0,50,4
N10811895,1,182,14.0,45,22.0,50,12.0,53,57.0,57,41.0,50,2
N10811895,2,2,54.0,45,65.0,50,64.0,53,50.0,57,66.0,50,3
N10811895,4,179,29.0,45,46.0,50,60.0,53,37.0,57,49.0,50,3
N10811896,1,320,8.0,45,18.0,50,12.0,53,39.0,57,7.0,50,1
N10811897,1,156,44.0,45,39.0,50,19.0,53,67.0,57,44.0,50,2
N10811897,3,138,59.0,45,54.0,50,59.0,53,63.0,57,56.0,50,3
N10811897,3,178,68.0,45,71.0,50,73.0,53,59.0,57,63.0,50,4
N10811898,4,90,58.0,45,42.0,50,50.0,53,51.0,57,48.0,50,3
N10811898,4,101,72.0,45,60.0,50,66.0,53,54.0,57,58.0,50,4
N10811898,5,82,75.0,45,60.0,50,64.0,53,40.0,57,65.0,50,4
N10811898,5,92,81.0,45,70.0,50,74.0,53,44.0,57,60.0,50,4
N10811901,1,115,15.0,45,21.0,50,18.0,53,64.0,57,39.0,50,2
N10811901,2,7,44.0,45,49.0,50,45.0,53,60.0,57,50.0,50,3
N10811903,1,165,14.0,45,24.0,50,14.0,53,61.0,57,34.0,50,2
N10811905,4,141,25.0,45,42.0,50,53.0,53,61.0,57,50.0,50,3
N10811905,5,35,72.0,45,65.0,50,71.0,53,64.0,57,67.0,50,4
N10811905,5,184,30.0,45,47.0,50,47.0,53,46.0,57,38.0,50,2
N10811905,6,303,27.0,45,46.0,50,67.0,53,64.0,57,26.0,50,3
N10811905,7,189,48.0,45,64.0,50,67.0,53,41.0,57,46.0,50,3
N10811905,8,54,88.0,45,83.0,50,93.0,53,74.0,57,61.0,50,5
N10811906,2,226,14.0,45,27.0,50,47.0,53,45.0,57,23.0,50,2
N10811906,3,112,26.0,45,56.0,50,62.0,53,60.0,57,62.0,50,3
N10811906,3,136,24.0,45,59.0,50,68.0,53,68.0,57,63.0,50,3
N10811906,3,206,19.0,45,48.0,50,75.0,53,45.0,57,52.0,50,4
N10811907,5,19,62.0,45,56.0,50,64.0,53,59.0,57,66.0,50,3
N10811907,5,100,76.0,45,67.0,50,72.0,53,45.0,57,53.0,50,4
N10811907,5,105,76.0,45,67.0,50,72.0,53,61.0,57,55.0,50,4
N10811907,5,105,76.0,45,67.0,50,72.0,53,56.0,57,58.0,50,4
N10811911,5,31,62.0,45,56.0,50,65.0,53,58.0,57,54.0,50,3
N10811913,5,58,71.0,45,58.0,50,67.0,53,64.0,57,53.0,50,4
