CowID,Lact,DIM,Cow Sold,Herd Sold,Cow Shortloss,Herd Shortloss,Cow Longloss,Herd Longloss,Cow Failure,Herd Failure,Cow Recurred,Herd Recurred,Cow Quality
N15034906,3,11,55.0,45,59.0,50,69.0,53,59.0,57,65.0,50,3
N15034906,3,213,20.0,45,35.0,50,59.0,53,44.0,57,28.0,50,3
N15034906,3,227,22.0,45,41.0,50,66.0,53,43.0,57,30.0,50,3
N15034906,3,235,22.0,45,34.0,50,66.0,53,41.0,57,30.0,50,3
N15034908,3,275,16.0,45,36.0,50,48.0,53,60.0,57,9.0,50,2
N15034908,4,359,31.0,45,56.0,50,58.0,53,64.0,57,42.0,50,3
N15034910,1,90,27.0,45,25.0,50,16.0,53,55.0,57,34.0,50,2
N15034910,1,125,11.0,45,30.0,50,22.0,53,55.0,57,38.0,50,2
N15034910,3,45,61.0,45,64.0,50,68.0,53,60.0,57,73.0,50,4
N15034910,3,55,64.0,45,73.0,50,75.0,53,60.0,57,74.0,50,4
N15034911,4,263,62.0,45,51.0,50,56.0,53,63.0,57,41.0,50,3
N15035219,1,80,58.0,45,51.0,50,50.0,53,57.0,57,38.0,50,3
N15037530,1,45,23.0,45,23.0,50,15.0,53,54.0,57,31.0,50,2
N15037532,2,123,46.0,45,31.0,50,28.0,53,49.0,57,38.0,50,2
N15037535,2,150,19.0,45,32.0,50,27.0,53,59.0,57,37.0,50,2
N15037535,3,192,65.0,45,54.0,50,58.0,53,62.0,57,52.0,50,3
N15037539,5,121,67.0,45,44.0,50,46.0,53,76.0,57,54.0,50,3
N15037539,5,215,30.0,45,46.0,50,36.0,53,54.0,57,44.0,50,2
N15037542,1,0,63.0,45,53.0,50,58.0,53,58.0,57,33.0,50,3
N15037546,3,343,20.0,45,48.0,50,48.0,53,58.0,57,25.0,50,2
N15037546,3,423,20.0,45,45.0,50,49.0,53,56.0,57,25.0,50,2
N15040641,4,195,67.0,45,50.0,50,56.0,53,45.0,57,43.0,50,3
N15040644,4,16,49.0,45,48.0,50,45.0,53,61.0,57,52.0,50,3
N15040644,4,22,49.0,45,48.0,50,45.0,53,63.0,57,52.0,50,3
N15040645,1,206,37.0,45,34.0,50,21.0,53,55.0,57,39.0,50,2
N15040647,1,99,10.0,45,17.0,50,12.0,53,55.0,57,30.0,50,2
N15040663,2,60,48.0,45,35.0,50,24.0,53,38.0,57,42.0,50,2
N15040663,3,26,61.0,45,57.0,50,54.0,53,56.0,57,58.0,50,3
N15040663,3,88,31.0,45,53.0,50,44.0,53,57.0,57,60.0,50,3
N15040663,3,124,32.0,45,58.0,50,55.0,53,58.0,57,61.0,50,3
N15040665,4,4,55.0,45,46.0,50,55.0,53,63.0,57,55.0,50,3
N15040665,4,7,55.0,45,46.0,50,55.0,53,67.0,57,56.0,50,3
N15040666,3,3,35.0,45,39.0,50,33.0,53,56.0,57,51.0,50,3
N15040669,5,6,62.0,45,54.0,50,64.0,53,59.0,57,61.0,50,3
N15040673,3,270,14.0,45,27.0,50,28.0,53,58.0,57,7.0,50,1
N15040677,5,76,73.0,45,59.0,50,60.0,53,69.0,57,57.0,50,4
N15040679,3,91,19.0,45,30.0,50,32.0,53,63.0,57,55.0,50,3
N15040679,5,3,64.0,45,61.0,50,65.0,53,69.0,57,68.0,50,3
N15040684,4,5,51.0,45,51.0,50,62.0,53,60.0,57,62.0,50,3
N15040684,4,148,25.0,45,42.0,50,49.0,53,57.0,57,42.0,50,2
N15040686,1,101,12.0,45,23.0,50,22.0,53,56.0,57,30.0,50,2
N15040687,3,95,55.0,45,41.0,50,34.0,53,60.0,57,44.0,50,3
N15040687,3,100,55.0,45,41.0,50,34.0,53,55.0,57,44.0,50,3
N15040688,3,166,13.0,45,21.0,50,22.0,53,46.0,57,34.0,50,2
N15040691,3,28,46.0,45,48.0,50,43.0,53,53.0,57,58.0,50,3
N15040691,3,43,53.0,45,63.0,50,61.0,53,60.0,57,66.0,50,3
N15040691,3,69,61.0,45,74.0,50,70.0,53,60.0,57,71.0,50,4
N15043044,1,116,10.0,45,28.0,50,20.0,53,53.0,57,46.0,50,2
N15043044,2,2,38.0,45,48.0,50,47.0,53,38.0,57,51.0,50,3
N15043051,2,253,14.0,45,18.0,50,26.0,53,35.0,57,16.0,50,1
N15043051,5,4,58.0,45,46.0,50,53.0,53,67.0,57,59.0,50,3
N15043053,1,33,23.0,45,29.0,50,16.0,53,56.0,57,41.0,50,2
N15043053,3,40,56.0,45,56.0,50,53.0,53,61.0,57,58.0,50,3
N15043053,3,267,26.0,45,45.0,50,60.0,53,70.0,57,25.0,50,3
N15043054,1,214,12.0,45,31.0,50,21.0,53,44.0,57,29.0,50,2
N15043054,3,145,67.0,45,53.0,50,67.0,53,63.0,57,48.0,50,3
N15043054,3,147,67.0,45,53.0,50,67.0,53,64.0,57,48.0,50,3
N15043054,3,157,74.0,45,70.0,50,77.0,53,59.0,57,54.0,50,4
N15043054,3,171,77.0,45,76.0,50,81.0,53,59.0,57,60.0,50,4
N15043057,2,301,12.0,45,20.0,50,21.0,53,55.0,57,20.0,50,1
N15043057,4,13,54.0,45,54.0,50,52.0,53,68.0,57,70.0,50,3
N15043057,4,64,66.0,45,69.0,50,66.0,53,56.0,57,73.0,50,4
N15043057,4,140,79.0,45,73.0,50,70.0,53,67.0,57,69.0,50,4
N15043057,4,157,81.0,45,78.0,50,80.0,53,57.0,57,66.0,50,4
N15043058,2,521,17.0,45,30.0,50,32.0,53,55.0,57,10.0,50,2
N15043060,5,90,30.0,45,29.0,50,31.0,53,59.0,57,52.0,50,3
N15043839,2,275,50.0,45,50.0,50,45.0,53,55.0,57,41.0,50,3
N15043839,3,8,55.0,45,63.0,50,62.0,53,57.0,57,62.0,50,3
N15043839,3,107,73.0,45,73.0,50,74.0,53,63.0,57,62.0,50,4
N15043839,3,308,21.0,45,53.0,50,59.0,53,62.0,57,34.0,50,3
N15043839,3,350,19.0,45,53.0,50,63.0,53,57.0,57,35.0,50,3
N15043839,4,77,81.0,45,82.0,50,84.0,53,64.0,57,68.0,50,4
N15043840,1,149,11.0,45,27.0,50,17.0,53,56.0,57,31.0,50,2
N15043840,3,80,19.0,45,45.0,50,37.0,53,56.0,57,56.0,50,3
N15043840,3,85,19.0,45,45.0,50,38.0,53,52.0,57,54.0,50,3
N15043841,3,107,17.0,45,29.0,50,30.0,53,66.0,57,51.0,50,3
N15043842,1,230,10.0,45,19.0,50,15.0,53,52.0,57,17.0,50,1
N15043842,3,304,15.0,45,29.0,50,32.0,53,60.0,57,17.0,50,2
N15043842,5,238,20.0,45,37.0,50,36.0,53,66.0,57,25.0,50,2
N15043842,5,354,20.0,45,27.0,50,54.0,53,34.0,57,13.0,50,3
N15043848,4,4,53.0,45,53.0,50,55.0,53,58.0,57,58.0,50,3
N15043848,4,186,74.0,45,62.0,50,65.0,53,56.0,57,52.0,50,4
N15043848,4,245,80.0,45,71.0,50,73.0,53,54.0,57,51.0,50,4
N15043848,4,376,27.0,45,63.0,50,65.0,53,52.0,57,50.0,50,3
N15043849,1,8,29.0,45,32.0,50,19.0,53,50.0,57,30.0,50,2
N15043849,5,4,73.0,45,65.0,50,72.0,53,74.0,57,62.0,50,4
N15043849,5,5,73.0,45,65.0,50,72.0,53,75.0,57,63.0,50,4
N15043849,5,9,73.0,45,65.0,50,72.0,53,75.0,57,65.0,50,4
N15043849,5,15,73.0,45,65.0,50,72.0,53,66.0,57,65.0,50,4
N16003825,2,311,48.0,45,43.0,50,42.0,53,52.0,57,34.0,50,2
N16003827,5,4,56.0,45,54.0,50,51.0,53,66.0,57,60.0,50,3
N16003827,5,86,71.0,45,68.0,50,67.0,53,62.0,57,64.0,50,4
N16003827,5,95,76.0,45,69.0,50,67.0,53,58.0,57,64.0,50,4
N16003831,3,4,30.0,45,32.0,50,32.0,53,64.0,57,47.0,50,2
N16003833,4,94,68.0,45,54.0,50,45.0,53,67.0,57,50.0,50,3
N16003835,1,3,22.0,45,17.0,50,14.0,53,27.0,57,24.0,50,1
N16003835,1,287,20.0,45,40.0,50,33.0,53,52.0,57,44.0,50,2
N16003835,2,4,48.0,45,51.0,50,61.0,53,36.0,57,62.0,50,3
N16003835,2,240,15.0,45,47.0,50,61.0,53,44.0,57,37.0,50,3
N16003835,3,40,66.0,45,74.0,50,78.0,53,57.0,57,69.0,50,4
N16003837,3,52,44.0,45,45.0,50,45.0,53,54.0,57,64.0,50,3
N16003837,3,147,16.0,45,41.0,50,36.0,53,64.0,57,50.0,50,3
N16003837,5,75,71.0,45,58.0,50,66.0,53,62.0,57,72.0,50,4
N16003840,3,18,48.0,45,51.0,50,46.0,53,53.0,57,59.0,50,3
N16003840,3,23,49.0,45,53.0,50,47.0,53,58.0,57,64.0,50,3
N16003843,4,71,46.0,45,33.0,50,30.0,53,64.0,57,50.0,50,3
N16003843,4,90,23.0,45,29.0,50,26.0,53,57.0,57,54.0,50,3
N16003844,2,47,43.0,45,40.0,50,38.0,53,42.0,57,42.0,50,2
N16003845,3,138,62.0,45,59.0,50,61.0,53,62.0,57,53.0,50,3
N16003846,5,159,21.0,45,40.0,50,39.0,53,67.0,57,37.0,50,2
N16003846,5,192,23.0,45,47.0,50,48.0,53,62.0,57,36.0,50,2
N16004160,2,146,64.0,45,64.0,50,63.0,53,52.0,57,43.0,50,3
N16008847,2,109,22.0,45,36.0,50,43.0,53,35.0,57,44.0,50,2
N16008847,2,145,24.0,45,46.0,50,47.0,53,40.0,57,50.0,50,3
N16008847,2,179,23.0,45,57.0,50,53.0,53,60.0,57,46.0,50,3
N16008847,2,181,23.0,45,57.0,50,53.0,53,61.0,57,50.0,50,3
N16008847,2,199,21.0,45,54.0,50,58.0,53,60.0,57,56.0,50,3
N16008847,3,12,63.0,45,66.0,50,84.0,53,45.0,57,67.0,50,4
N16008850,3,141,20.0,45,44.0,50,48.0,53,63.0,57,48.0,50,2
N16008850,3,281,17.0,45,41.0,50,56.0,53,56.0,57,33.0,50,3
N16008850,4,145,60.0,45,55.0,50,64.0,53,57.0,57,41.0,50,3
N16008851,1,202,12.0,45,30.0,50,24.0,53,55.0,57,29.0,50,2
N16008851,2,211,25.0,45,47.0,50,46.0,53,58.0,57,45.0,50,2
N16008851,3,31,61.0,45,62.0,50,79.0,53,52.0,57,66.0,50,4
N16008851,3,60,64.0,45,74.0,50,86.0,53,56.0,57,67.0,50,4
N16008851,3,115,77.0,45,80.0,50,88.0,53,66.0,57,73.0,50,4
N16008851,3,120,77.0,45,80.0,50,89.0,53,60.0,57,71.0,50,4
N16008851,3,131,77.0,45,80.0,50,89.0,53,59.0,57,70.0,50,4
N16008852,3,85,26.0,45,31.0,50,31.0,53,68.0,57,57.0,50,3
N16008855,3,50,51.0,45,49.0,50,47.0,53,60.0,57,53.0,50,3
N16008855,3,177,71.0,45,69.0,50,70.0,53,59.0,57,52.0,50,4
N16008863,3,21,46.0,45,48.0,50,40.0,53,51.0,57,63.0,50,3
N16008864,2,296,14.0,45,26.0,50,31.0,53,48.0,57,7.0,50,2
N16008865,4,209,22.0,45,40.0,50,47.0,53,74.0,57,39.0,50,2
N16008867,3,59,49.0,45,47.0,50,56.0,53,65.0,57,63.0,50,3
N16008867,3,119,24.0,45,49.0,50,45.0,53,63.0,57,58.0,50,3
N16008868,3,140,51.0,45,38.0,50,34.0,53,61.0,57,51.0,50,3
N16008874,1,40,33.0,45,41.0,50,23.0,53,56.0,57,33.0,50,2
N16008874,1,45,33.0,45,41.0,50,23.0,53,56.0,57,33.0,50,2
N16008875,2,106,36.0,45,19.0,50,18.0,53,40.0,57,35.0,50,2
N16008875,2,116,48.0,45,35.0,50,36.0,53,32.0,57,49.0,50,2
N16008875,5,1,87.0,45,77.0,50,86.0,53,49.0,57,60.0,50,4
N16008877,3,182,16.0,45,34.0,50,34.0,53,61.0,57,44.0,50,2
N16008877,4,46,60.0,45,53.0,50,59.0,53,60.0,57,62.0,50,3
N16008879,2,151,20.0,45,39.0,50,38.0,53,60.0,57,53.0,50,3
N16008880,3,19,49.0,45,49.0,50,46.0,53,56.0,57,65.0,50,3
N16008880,3,326,71.0,45,60.0,50,75.0,53,57.0,57,32.0,50,4
N16008882,4,112,20.0,45,30.0,50,26.0,53,61.0,57,53.0,50,3
N16008883,1,232,37.0,45,29.0,50,18.0,53,53.0,57,29.0,50,2
N16008884,2,9,27.0,45,23.0,50,25.0,53,42.0,57,38.0,50,2
N16008884,2,52,42.0,45,45.0,50,38.0,53,48.0,57,52.0,50,3
N16008884,2,86,49.0,45,49.0,50,53.0,53,36.0,57,57.0,50,3
N16008884,3,286,20.0,45,56.0,50,66.0,53,58.0,57,28.0,50,3
N16008884,3,323,21.0,45,52.0,50,70.0,53,54.0,57,31.0,50,3
N16008884,4,1,78.0,45,73.0,50,83.0,53,61.0,57,69.0,50,4
N16008884,4,21,80.0,45,76.0,50,86.0,53,55.0,57,71.0,50,4
N16008885,1,166,14.0,45,28.0,50,21.0,53,53.0,57,28.0,50,1
N16008887,3,284,17.0,45,43.0,50,54.0,53,59.0,57,23.0,50,3
N16008887,4,140,35.0,45,57.0,50,53.0,53,68.0,57,65.0,50,3
N16008888,4,17,49.0,45,48.0,50,59.0,53,61.0,57,57.0,50,3
N16008888,4,132,67.0,45,69.0,50,72.0,53,50.0,57,62.0,50,4
N16008889,4,368,14.0,45,25.0,50,29.0,53,47.0,57,19.0,50,1
N16008891,2,212,18.0,45,28.0,50,25.0,53,54.0,57,46.0,50,2
N16008896,3,303,16.0,45,39.0,50,47.0,53,54.0,57,25.0,50,2
N16008896,4,107,30.0,45,46.0,50,47.0,53,65.0,57,53.0,50,3
N16008896,4,149,30.0,45,57.0,50,59.0,53,64.0,57,51.0,50,3
N16008896,4,157,29.0,45,58.0,50,62.0,53,70.0,57,55.0,50,3
N16008900,3,338,16.0,45,30.0,50,32.0,53,54.0,57,16.0,50,2
N16008902,4,276,18.0,45,36.0,50,36.0,53,61.0,57,34.0,50,2
N16008903,2,4,30.0,45,29.0,50,38.0,53,38.0,57,44.0,50,2
N16008904,5,354,20.0,45,23.0,50,38.0,53,34.0,57,7.0,50,2
N16008908,3,45,52.0,45,53.0,50,47.0,53,61.0,57,60.0,50,3
N16008910,2,274,54.0,45,51.0,50,66.0,53,58.0,57,41.0,50,3
N16008911,4,126,19.0,45,39.0,50,35.0,53,60.0,57,60.0,50,3
N16008912,4,72,25.0,45,40.0,50,46.0,53,72.0,57,62.0,50,3
N16008915,2,7,35.0,45,44.0,50,36.0,53,55.0,57,50.0,50,3
N16008915,2,301,13.0,45,28.0,50,49.0,53,44.0,57,13.0,50,2
N16008915,3,28,62.0,45,65.0,50,70.0,53,54.0,57,67.0,50,3
N16008915,3,188,22.0,45,52.0,50,69.0,53,61.0,57,48.0,50,3
N16008917,3,77,19.0,45,28.0,50,27.0,53,64.0,57,58.0,50,3
N16008918,2,195,19.0,45,35.0,50,37.0,53,57.0,57,38.0,50,2
N16008918,3,176,21.0,45,46.0,50,41.0,53,57.0,57,42.0,50,2
N16008918,3,183,19.0,45,44.0,50,41.0,53,57.0,57,41.0,50,2
N16008919,3,7,31.0,45,33.0,50,33.0,53,39.0,57,43.0,50,2
N16008919,3,175,16.0,45,49.0,50,43.0,53,65.0,57,56.0,50,3
N16008919,3,179,15.0,45,49.0,50,43.0,53,62.0,57,56.0,50,3
N16008919,3,294,13.0,45,43.0,50,52.0,53,55.0,57,31.0,50,3
N16008919,4,3,78.0,45,69.0,50,73.0,53,46.0,57,64.0,50,4
N16008919,4,4,78.0,45,69.0,50,74.0,53,57.0,57,67.0,50,4
N16008921,2,101,16.0,45,29.0,50,34.0,53,38.0,57,45.0,50,2
N16008921,2,323,61.0,45,57.0,50,49.0,53,44.0,57,41.0,50,3
N16008921,4,42,59.0,45,56.0,50,60.0,53,61.0,57,69.0,50,3
N16008923,3,308,14.0,45,25.0,50,42.0,53,57.0,57,6.0,50,2
N16008923,4,102,68.0,45,61.0,50,67.0,53,68.0,57,68.0,50,3
N16008924,3,112,57.0,45,48.0,50,54.0,53,57.0,57,49.0,50,3
N16008924,3,288,14.0,45,39.0,50,54.0,53,55.0,57,27.0,50,3
N16008924,4,26,68.0,45,64.0,50,77.0,53,56.0,57,69.0,50,4
N16008927,2,29,36.0,45,36.0,50,33.0,53,53.0,57,56.0,50,3
N16008927,2,81,48.0,45,52.0,50,49.0,53,50.0,57,66.0,50,3
N16008927,2,294,15.0,45,34.0,50,45.0,53,50.0,57,23.0,50,2
N16008927,2,306,14.0,45,38.0,50,49.0,53,47.0,57,21.0,50,2
N16008927,3,38,59.0,45,66.0,50,70.0,53,61.0,57,75.0,50,4
N16008927,3,45,60.0,45,66.0,50,70.0,53,56.0,57,73.0,50,4
N16008927,3,62,63.0,45,75.0,50,78.0,53,58.0,57,74.0,50,4
N16008928,4,10,61.0,45,55.0,50,59.0,53,62.0,57,54.0,50,3
N16008930,4,6,57.0,45,50.0,50,55.0,53,60.0,57,56.0,50,3
N16008930,5,17,66.0,45,58.0,50,56.0,53,48.0,57,54.0,50,3
N16008931,4,17,50.0,45,42.0,50,41.0,53,59.0,57,57.0,50,3
N16008931,4,202,21.0,45,47.0,50,40.0,53,61.0,57,42.0,50,2
N16008931,5,52,69.0,45,56.0,50,65.0,53,50.0,57,64.0,50,3
N16008931,5,251,23.0,45,42.0,50,63.0,53,48.0,57,34.0,50,3
N16008932,2,130,21.0,45,47.0,50,36.0,53,60.0,57,58.0,50,3
N16008932,3,69,64.0,45,67.0,50,71.0,53,58.0,57,67.0,50,4
N16008932,3,75,64.0,45,67.0,50,71.0,53,61.0,57,67.0,50,4
N16008932,3,132,78.0,45,76.0,50,79.0,53,65.0,57,60.0,50,4
N16008933,1,277,9.0,45,20.0,50,16.0,53,38.0,57,21.0,50,1
N16008937,2,9,29.0,45,26.0,50,28.0,53,50.0,57,43.0,50,2
N16008937,5,208,24.0,45,45.0,50,57.0,53,69.0,57,28.0,50,3
N16009384,1,57,58.0,45,61.0,50,64.0,53,55.0,57,45.0,50,3
N16009384,1,71,63.0,45,66.0,50,70.0,53,56.0,57,51.0,50,3
N16009384,1,138,32.0,45,41.0,50,35.0,53,58.0,57,50.0,50,3
N16009385,2,228,14.0,45,43.0,50,68.0,53,51.0,57,27.0,50,3
N16009386,2,18,62.0,45,63.0,50,66.0,53,59.0,57,62.0,50,3
N16009389,1,125,65.0,45,57.0,50,63.0,53,56.0,57,36.0,50,3
N16013083,1,29,40.0,45,37.0,50,24.0,53,49.0,57,37.0,50,2
N16013089,4,157,19.0,45,30.0,50,25.0,53,58.0,57,48.0,50,2
N16013090,4,17,55.0,45,47.0,50,47.0,53,56.0,57,59.0,50,3
N16013093,3,105,19.0,45,39.0,50,35.0,53,61.0,57,55.0,50,3
N16013095,1,3,26.0,45,29.0,50,19.0,53,51.0,57,34.0,50,2
N16013096,1,2,53.0,45,34.0,50,39.0,53,37.0,57,25.0,50,3
N16013100,1,235,13.0,45,24.0,50,19.0,53,54.0,57,27.0,50,1
N16013100,2,45,64.0,45,64.0,50,70.0,53,62.0,57,66.0,50,3
N16013100,2,46,64.0,45,64.0,50,70.0,53,62.0,57,66.0,50,3
N16013101,4,89,44.0,45,41.0,50,35.0,53,65.0,57,58.0,50,3
N16013101,4,99,49.0,45,41.0,50,35.0,53,62.0,57,57.0,50,3
N16013101,4,135,19.0,45,33.0,50,27.0,53,68.0,57,56.0,50,3
N16013102,4,170,70.0,45,58.0,50,51.0,53,69.0,57,60.0,50,3
N16013102,4,182,78.0,45,69.0,50,63.0,53,63.0,57,64.0,50,4
N16013104,3,2,55.0,45,57.0,50,56.0,53,57.0,57,59.0,50,3
N16013104,3,12,63.0,45,66.0,50,69.0,53,60.0,57,68.0,50,3
N16013104,4,102,35.0,45,61.0,50,67.0,53,67.0,57,67.0,50,3
N16013105,1,102,39.0,45,39.0,50,31.0,53,56.0,57,42.0,50,2
N16013105,3,12,67.0,45,75.0,50,80.0,53,59.0,57,64.0,50,4
N16013108,3,99,54.0,45,48.0,50,48.0,53,61.0,57,56.0,50,3
N16013108,3,363,69.0,45,67.0,50,84.0,53,64.0,57,37.0,50,4
N16013109,2,59,37.0,45,25.0,50,28.0,53,34.0,57,37.0,50,2
N16013109,2,60,37.0,45,25.0,50,28.0,53,34.0,57,37.0,50,2
N16013109,2,122,24.0,45,33.0,50,32.0,53,63.0,57,44.0,50,2
N16013109,3,174,17.0,45,33.0,50,41.0,53,63.0,57,61.0,50,3
N16013109,4,133,71.0,45,56.0,50,62.0,53,66.0,57,73.0,50,4
N16013109,4,134,71.0,45,56.0,50,62.0,53,66.0,57,73.0,50,4
N16013109,4,156,74.0,45,72.0,50,69.0,53,61.0,57,67.0,50,4
N16013110,2,139,21.0,45,45.0,50,41.0,53,53.0,57,55.0,50,3
N16013110,3,11,48.0,45,68.0,50,87.0,53,61.0,57,65.0,50,4
N16013110,4,13,54.0,45,61.0,50,79.0,53,54.0,57,57.0,50,4
N16013110,4,126,23.0,45,65.0,50,73.0,53,64.0,57,67.0,50,4
N16013110,4,237,19.0,45,50.0,50,71.0,53,52.0,57,39.0,50,4
N16013118,4,23,48.0,45,48.0,50,40.0,53,58.0,57,53.0,50,3
N16015521,1,89,51.0,45,47.0,50,39.0,53,57.0,57,49.0,50,3
N16015521,1,112,66.0,45,60.0,50,53.0,53,61.0,57,52.0,50,3
N16015523,2,140,24.0,45,33.0,50,27.0,53,59.0,57,50.0,50,3
N16015523,3,138,20.0,45,37.0,50,35.0,53,65.0,57,53.0,50,3
N16015523,4,99,70.0,45,60.0,50,59.0,53,68.0,57,71.0,50,4
N16015525,4,6,45.0,45,50.0,50,50.0,53,67.0,57,57.0,50,3
N16015526,4,2,40.0,45,34.0,50,32.0,53,63.0,57,45.0,50,2
N16015530,3,124,49.0,45,35.0,50,64.0,53,61.0,57,55.0,50,3
N16015530,4,77,59.0,45,55.0,50,57.0,53,72.0,57,69.0,50,3
N16015530,4,91,71.0,45,72.0,50,67.0,53,65.0,57,72.0,50,4
N16015531,3,171,19.0,45,39.0,50,30.0,53,61.0,57,49.0,50,2
N16015531,3,172,19.0,45,39.0,50,30.0,53,61.0,57,49.0,50,2
N16015531,3,203,22.0,45,47.0,50,39.0,53,60.0,57,47.0,50,2
N16015531,4,58,70.0,45,69.0,50,79.0,53,60.0,57,72.0,50,4
N16015535,2,168,19.0,45,31.0,50,27.0,53,58.0,57,39.0,50,2
N16015535,3,61,54.0,45,57.0,50,59.0,53,65.0,57,70.0,50,3
N16017764,4,176,27.0,45,47.0,50,47.0,53,68.0,57,50.0,50,3
N16017764,4,185,30.0,45,58.0,50,54.0,53,73.0,57,45.0,50,3
N16017764,5,80,77.0,45,65.0,50,66.0,53,66.0,57,70.0,50,4
N16017764,5,167,85.0,45,73.0,50,76.0,53,65.0,57,65.0,50,4
N16017767,3,168,26.0,45,45.0,50,54.0,53,58.0,57,50.0,50,3
N16017768,2,258,11.0,45,22.0,50,25.0,53,57.0,57,20.0,50,1
N16017768,4,159,26.0,45,37.0,50,34.0,53,58.0,57,38.0,50,2
N16017769,1,22,42.0,45,38.0,50,26.0,53,55.0,57,33.0,50,2
N16017771,3,101,58.0,45,51.0,50,45.0,53,64.0,57,55.0,50,3
N16017773,4,174,20.0,45,40.0,50,36.0,53,67.0,57,47.0,50,2
N16020200,3,94,16.0,45,37.0,50,35.0,53,61.0,57,54.0,50,3
N16020200,4,4,46.0,45,52.0,50,56.0,53,62.0,57,58.0,50,3
N16020200,4,129,19.0,45,58.0,50,45.0,53,55.0,57,63.0,50,3
N16020200,5,34,73.0,45,59.0,50,65.0,53,63.0,57,71.0,50,4
N16020200,5,76,76.0,45,69.0,50,73.0,53,53.0,57,68.0,50,4
N16020202,2,66,40.0,45,33.0,50,27.0,53,57.0,57,51.0,50,3
N16020207,2,144,42.0,45,37.0,50,27.0,53,58.0,57,46.0,50,2
N16020207,3,96,25.0,45,48.0,50,50.0,53,61.0,57,60.0,50,3
N16020207,3,177,73.0,45,68.0,50,78.0,53,56.0,57,58.0,50,4
N16020210,2,25,47.0,45,47.0,50,38.0,53,59.0,57,57.0,50,3
N16020211,2,123,52.0,45,48.0,50,46.0,53,60.0,57,51.0,50,3
N16020211,2,242,20.0,45,51.0,50,46.0,53,62.0,57,35.0,50,3
N16020217,3,393,15.0,45,36.0,50,46.0,53,62.0,57,13.0,50,2
N16020220,3,382,13.0,45,27.0,50,41.0,53,50.0,57,17.0,50,2
N16020223,2,5,47.0,45,42.0,50,33.0,53,44.0,57,40.0,50,2
N16020223,2,123,69.0,45,61.0,50,52.0,53,49.0,57,50.0,50,3
N16020223,2,134,74.0,45,72.0,50,65.0,53,61.0,57,60.0,50,4
N16020223,2,199,34.0,45,57.0,50,55.0,53,53.0,57,65.0,50,3
N16020223,4,3,87.0,45,82.0,50,87.0,53,66.0,57,66.0,50,4
N16020223,4,174,41.0,45,70.0,50,81.0,53,67.0,57,66.0,50,4
N16020225,2,13,35.0,45,33.0,50,29.0,53,64.0,57,54.0,50,3
N16020226,4,45,59.0,45,54.0,50,51.0,53,66.0,57,57.0,50,3
N16020228,4,190,21.0,45,28.0,50,25.0,53,68.0,57,40.0,50,2
N16020232,4,31,57.0,45,54.0,50,48.0,53,72.0,57,62.0,50,3
N16020232,4,43,56.0,45,57.0,50,49.0,53,68.0,57,65.0,50,3
N16020232,4,60,62.0,45,70.0,50,65.0,53,61.0,57,70.0,50,3
N16020233,3,208,50.0,45,43.0,50,36.0,53,59.0,57,43.0,50,3
N16020233,4,67,60.0,45,55.0,50,57.0,53,68.0,57,69.0,50,3
N16020233,4,95,35.0,45,51.0,50,41.0,53,56.0,57,67.0,50,3
N16020243,4,180,17.0,45,47.0,50,38.0,53,63.0,57,39.0,50,2
N16020243,4,230,16.0,45,39.0,50,48.0,53,63.0,57,27.0,50,2
N16020244,3,19,41.0,45,46.0,50,40.0,53,58.0,57,61.0,50,3
N16020244,3,106,18.0,45,48.0,50,39.0,53,58.0,57,61.0,50,3
N16020244,3,297,14.0,45,26.0,50,41.0,53,45.0,57,7.0,50,2
N16020244,5,24,72.0,45,59.0,50,74.0,53,62.0,57,68.0,50,4
N16020246,2,171,44.0,45,36.0,50,35.0,53,56.0,57,46.0,50,2
N16020246,2,230,21.0,45,51.0,50,43.0,53,57.0,57,57.0,50,3
N16020246,2,287,22.0,45,56.0,50,49.0,53,56.0,57,45.0,50,3
N16020249,2,87,48.0,45,41.0,50,43.0,53,43.0,57,48.0,50,2
N16020249,2,111,65.0,45,60.0,50,49.0,53,59.0,57,55.0,50,3
N16023665,4,135,20.0,45,35.0,50,26.0,53,65.0,57,53.0,50,3
N16023673,2,207,55.0,45,50.0,50,36.0,53,52.0,57,49.0,50,3
N16023673,2,333,25.0,45,50.0,50,35.0,53,54.0,57,34.0,50,3
N16023673,3,61,66.0,45,71.0,50,73.0,53,62.0,57,72.0,50,4
N16023673,3,75,70.0,45,76.0,50,80.0,53,59.0,57,73.0,50,4
N16023673,3,126,31.0,45,63.0,50,65.0,53,63.0,57,64.0,50,3
N16023676,2,8,32.0,45,25.0,50,28.0,53,32.0,57,34.0,50,2
N16023676,4,390,17.0,45,30.0,50,32.0,53,61.0,57,12.0,50,2
N16023680,2,272,12.0,45,36.0,50,48.0,53,55.0,57,31.0,50,2
N16023680,2,282,11.0,45,42.0,50,51.0,53,53.0,57,36.0,50,3
N16023680,3,33,56.0,45,66.0,50,73.0,53,55.0,57,73.0,50,4
N16023695,2,208,13.0,45,25.0,50,24.0,53,55.0,57,26.0,50,1
N16023697,4,510,15.0,45,31.0,50,47.0,53,55.0,57,15.0,50,2
N16023697,5,2,78.0,45,74.0,50,79.0,53,51.0,57,56.0,50,4
N16026994,3,281,14.0,45,31.0,50,30.0,53,58.0,57,8.0,50,2
